time_s,x_m,z_m,vx_mps,vz_mps,theta_deg,omega_deg_s,mass_kg,prop_remaining_kg,target_x_m,target_error_m,commanded_throttle,commanded_gimbal_deg,throttle,gimbal_deg,desired_theta_deg,desired_ax_mps2,desired_az_mps2,thrust_scale,navigation_rejection_count,estimated_x_m,estimated_z_m,estimated_vx_mps,estimated_vz_mps,estimated_theta_deg,estimated_omega_deg_s,x_estimation_error_m,z_estimation_error_m,vx_estimation_error_mps,vz_estimation_error_mps,theta_estimation_error_deg,ekf_nees,ekf_nis_gps,ekf_nis_radar,ekf_nis_attitude,ekf_estimated_bax_mps2,ekf_estimated_baz_mps2,ekf_estimated_bg_radps,ekf_true_bax_mps2,ekf_true_baz_mps2,ekf_true_bg_radps,ekf_sigma_x,ekf_x_inside_3sigma,ekf_sigma_z,ekf_z_inside_3sigma,ekf_sigma_vx,ekf_vx_inside_3sigma,ekf_sigma_vz,ekf_vz_inside_3sigma,ekf_sigma_theta,ekf_theta_inside_3sigma,ekf_sigma_bax,ekf_bax_inside_3sigma,ekf_sigma_baz,ekf_baz_inside_3sigma,ekf_sigma_bg,ekf_bg_inside_3sigma,optimizer_horizon_s,optimizer_predicted_terminal_x_error_m,optimizer_predicted_terminal_z_m,optimizer_predicted_terminal_vx_mps,optimizer_predicted_terminal_vz_mps,optimizer_minimum_tilt_margin_deg,optimizer_minimum_thrust_margin_mps2,optimizer_minimum_glideslope_margin_m,optimizer_tilt_constraint_active,optimizer_thrust_constraint_active,optimizer_glideslope_constraint_active,optimizer_converged,optimizer_solution_accepted,optimizer_fallback,optimizer_iterations,optimizer_primal_residual,optimizer_dual_residual,optimizer_max_constraint_violation,optimizer_objective,optimizer_replanned,optimizer_terminal_handoff
0.0,18.0,720.0,-2.5,-58.0,1.0,0.0,25000.0,7000.0,0.0,18.0,0.3992992247019583,0.12082482855448501,0.0,0.0,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,18.983331168706897,719.974500946595,-2.6130082181129812,-58.03192686973455,1.0137494579513036,-0.0821658058798229,0.9833311687068971,-0.025499053405042105,-0.11300821811298123,-0.031926869734547836,0.013749457951314974,1.04914205589549,nan,0.3632272830645007,nan,0.0,0.0,0.0,-0.10443672085682888,0.05023556821465024,-0.0010530136606382782,1.5,1.0,0.3408444234096276,1.0,0.3,1.0,0.3,1.0,0.006,1.0,0.2,1.0,0.2,1.0,0.003,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,1.0,0.0
0.05,17.875055457234442,717.0880488871128,-2.4977788485991588,-58.47801135022078,1.0,0.0,25000.0,7000.0,0.0,17.875055457234442,0.3992921428760622,0.08615134754792922,0.0,0.0,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,18.85267256824408,717.0609688152302,-2.6133358044081403,-58.509358384951746,0.9545957646380092,-0.041433677195660636,0.9776171110096392,-0.027080071882551238,-0.11555695580898151,-0.03134703473096323,-0.04540423536197949,1.3395865741171142,nan,0.3632272830645007,0.029231734815641418,0.0,0.0,1.2428333325336717e-05,-0.10418945710867022,0.0498754380579148,-0.0010631850834476283,1.500075018957461,1.0,0.3411744179586764,1.0,0.3003747665176874,1.0,0.300374765917869,1.0,0.0014552997798663835,1.0,0.20000112499683598,1.0,0.20000112499683598,1.0,0.002999172535545624,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.1,17.750222401227113,714.1522021944118,-2.4955405319858777,-58.955822934509676,1.0,0.0,25000.0,7000.0,0.0,17.750222401227113,0.3992942304330197,-0.17488763944267174,0.073944300870733,0.040274942851495,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,18.72217059283785,713.7840829173904,-2.6067484597014867,-59.004050990717204,0.972407177600104,0.11083463181127805,0.9719481916107355,-0.36811927702137837,-0.11120792771560906,-0.04822805620752746,-0.027592822399884653,3.449775081311552,nan,2.017024860117786,0.042365150516278045,-1.0116544449421881e-05,0.0005802283148101594,-3.4069136483089196e-05,-0.10389071425802728,0.04987044306293192,-0.0010640481368341809,1.5003004074195059,1.0,0.2446699025296291,1.0,0.3010813882847892,1.0,0.30051610437521886,1.0,0.0010538378109026523,1.0,0.20000224986049456,1.0,0.20000183271250507,1.0,0.002990706122131126,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.15000000000000002,17.625550692542074,711.1952790499257,-2.491325685563123,-59.32107627951675,1.0000249146280602,0.000995609032293416,24998.98394195273,6998.983941952731,0.0,17.625550692542074,0.3992846672741534,-0.6856979859044786,0.13419390124209024,0.05556707775030641,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,18.591790175626258,710.8249482262626,-2.6085174887769313,-59.361331696613554,1.0272109940001273,0.40214872116994116,0.9662394830841841,-0.37033082366315284,-0.1171918032138084,-0.04025541709680169,0.027186079372055975,3.535454236391074,nan,2.017024860117786,0.8701194901685237,-1.0116543351537767e-05,0.0005802282518416772,-0.000379411089964165,-0.10354457331341356,0.049653265321178454,-0.0010587503056711674,1.5006770555463806,1.0,0.24607210937846666,1.0,0.30211757047681903,1.0,0.3015529463905493,1.0,0.0008863411740063537,1.0,0.20000337484467529,1.0,0.2000029576990322,1.0,0.00296775677071698,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.2,17.501129978372536,708.2223862253787,-2.4855012754835526,-59.594614689079144,1.0001369317832414,0.003482638903303205,24997.140002776272,6997.140002776272,0.0,17.501129978372536,0.39925343706126615,0.37164874421124544,0.18328655479596606,-0.02125116131401964,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,17.675985465857806,708.0243468816993,-2.4601404016573936,-59.53879539982608,1.0128743869923915,-0.23388860989761612,0.1748554874852708,-0.19803934367939746,0.025360873826159036,0.05581928925306556,0.012737455209161275,1.9397508710301783,3.734630702198311,0.0559603185782936,0.008417812373544626,-0.012990144105862033,-0.005519460278621953,-0.0003337930290517254,-0.10311816246869773,0.04893837982844826,-0.0010718621978714825,0.6708356252705657,1.0,0.19377933865971272,1.0,0.11158318640027205,1.0,0.11146767803818905,1.0,0.0008025527001113106,1.0,0.19849616299306946,1.0,0.19849228440594577,1.0,0.0029253274434869626,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.25,17.37703327247071,705.2376850819581,-2.4783657687899217,-59.79341205244675,1.0002779668022115,0.00216005850671166,24994.62148847884,6994.621488478839,0.0,17.37703327247071,0.3992167472155881,0.1628566537418455,0.22328620525488962,-0.24273343617750595,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,17.552896401260924,705.0429066411942,-2.463266949078367,-59.718815141945484,1.0411814215203872,-0.11678362718306926,0.17586312879021193,-0.19477844076391193,0.01509881971155469,0.07459691050126338,0.04090345471818357,2.8988172577619995,3.734630702198311,0.0559603185782936,1.773245111485429,-0.01297698436774596,-0.005519383052256725,-0.0011463398537987974,-0.10349649550685351,0.04867747693706067,-0.0010850072775200619,0.6708954297839612,1.0,0.19415972224237285,1.0,0.11306013180816697,1.0,0.11294841551114024,1.0,0.0007606556195237716,1.0,0.198497296267,1.0,0.19849341794802036,1.0,0.0028610366403160133,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.3,17.25332003051452,702.2445669024559,-2.470163540584864,-59.93129812101341,0.9999322281740842,-0.015971827221682576,24991.553344713575,6991.553344713575,0.0,17.25332003051452,0.3991652154596344,0.07294195795442038,0.25587272966347785,-0.03793937604792216,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,17.42977360680634,702.1359742072499,-2.4615531512682476,-59.84905277953635,1.0210277872549685,-0.05557199407191441,0.17645357629182,-0.10859269520597081,0.008610389316616285,0.08224534147706208,0.021095559080881742,1.74816987449358,3.734630702198311,0.7578242979902989,0.5168012469856427,-0.012978550287617196,-0.005730236609353902,-0.0006472113237516358,-0.10395185289893098,0.04809709914558989,-0.0010743556362482506,0.6710026772416647,1.0,0.17014658870248095,1.0,0.11537535207317615,1.0,0.115107625723769,1.0,0.0007416223387663494,1.0,0.19849842959500433,1.0,0.1984944037540348,1.0,0.0027755702071771563,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.35,17.130038515958574,699.2457954233348,-2.461097618345591,-60.01954534335379,0.9990547673756593,-0.019123514816555463,24988.03743418376,6988.03743418376,0.0,17.130038515958574,0.39910763954396533,-0.03355345197700058,0.2824179180990538,0.028992633882000386,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,17.30672307178713,699.1414950953301,-2.460219290795416,-59.930110785345384,1.0095265674324017,0.012804418554650877,0.17668455582855458,-0.10430032800468325,0.0008783275501746957,0.08943455800840638,0.010471800056753617,1.6785972135438225,3.734630702198311,0.7578242979902989,0.26381342154423604,-0.01298136332862837,-0.005730258712443694,-0.0002619458356353877,-0.10380004341955013,0.048215658953538146,-0.0010689299128571223,0.6711600669360671,1.0,0.17079109980137272,1.0,0.11847976605114419,1.0,0.11821977806255711,1.0,0.0007345572134811211,1.0,0.19849956302643953,1.0,0.19849553728401031,1.0,0.0026723546551138903,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.39999999999999997,17.007227785487647,696.2436229417785,-2.451332524939923,-60.067339082254705,0.9981698990620579,-0.016274011366432802,24984.156770021702,6984.156770021702,0.0,17.007227785487647,0.3990439136723827,0.3625347583748236,0.3040377879806428,0.04364240857280705,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,17.192355903492974,696.1672125049859,-2.5019338120964045,-60.04370942376771,0.9952137971659983,-0.2224781188425021,0.18512811800532702,-0.07641043679268478,-0.0506012871564816,0.023629658486996163,-0.0029561018960500337,1.2283368917421427,1.2628624660603687,0.6717278934726881,0.01691364528014088,0.013319862279060683,0.040422981127639826,-0.00015747394229542673,-0.10350874514176416,0.04744798781055078,-0.0010662427134310413,0.500119225335162,1.0,0.15021776086021382,1.0,0.0856446034589736,1.0,0.08545447038060097,1.0,0.0007328683517790524,1.0,0.19148542830309956,1.0,0.1914587228482194,1.0,0.002556559606821504,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
0.44999999999999996,16.884919489131615,693.2398849216996,-2.441000279119113,-60.08216745241423,0.9974695942165023,-0.011742625004323838,24979.9790303242,6979.979030324201,0.0,16.884919489131615,0.39898018291706744,-0.1750687541543658,0.32164331604792473,0.01791045505620451,0.9869335467745349,0.20907990956357025,2.3301464609976392,1.0,0,17.066852523700103,693.1643486003295,-2.51811599799389,-60.070849369824515,1.01967694876631,0.09518780791447846,0.18193303456848753,-0.075536321370123,-0.07711571887477708,0.011318082589717449,0.022207354549811917,1.8068466269904297,1.2628624660603687,0.6717278934726881,0.7025990654703449,0.013413592461166848,0.04042428953526041,-0.0008134908654677776,-0.10334232907726408,0.047361905051085076,-0.0010518079676392301,0.5002256981901118,1.0,0.15069590441260045,1.0,0.08939531820625847,1.0,0.08921932928544887,1.0,0.0007327861473653369,1.0,0.19148657067364463,1.0,0.1914598980262831,1.0,0.002433884520262682,1.0,25.137928847397077,-4.7057869480227055e-05,0.00047198018307881284,0.00012463853037614214,-0.7512958342040292,6.994968038276286,18.020635909002543,2.0000001401488277,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.00047198018307881284,0.2521654953703536,0.0,-30532499.036379784,0.0,0.0
