case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_m,target_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,rms_x_estimation_error_m,rms_z_estimation_error_m,rms_vx_estimation_error_mps,rms_vz_estimation_error_mps,rms_theta_estimation_error_deg,failure_mode,guidance_mode,navigation_mode,actuator_mode
24,1.02084784638545,0.9422959584585118,1.056359070742066,1.0942993448979172,17.322752088934934,22.68508191733413,-1.745419028115443,-60.82161024497246,0.8644247689790977,False,43.91999999999942,0.0,3.740704532289823,0.0,3.740704532289823,-0.060523974145589764,-0.9229252551863039,0.9249076592325745,3978.0969397147855,2617.9747694947946,0.8644247689790977,0.7590026355180091,0.9187470753445792,0.8759483169101792,0,0.3950292368941618,0.40279956773726333,0.10876102150740008,0.4248708962984721,0.08142189964305738,pad_miss,corridor,estimated,flight_like
25,0.9796441601623137,1.0265377218445815,0.9113455120109778,1.0089391550905584,6.48296880843473,16.835200462954372,-3.0442389230565823,-52.89808811420868,-0.08162769780550051,True,45.35999999999939,0.0,-1.043393999198942,0.0,-1.043393999198942,0.2857831979528796,-0.8079717863834178,0.8570241792527129,4128.546005628679,3057.2180472833898,3.041128675535666,3.784104297554844,4.023736928211243,0.7431098698821068,0,0.3981366471215026,0.27226196722261986,0.09468123275325227,0.3956041431024112,0.05205187510159082,success,corridor,estimated,flight_like
26,0.9762670183908059,1.0275938577318384,1.0378338036169434,0.920716514931208,0.986282401830131,23.955399183452283,-3.6412229502085056,-56.78272419331144,0.4248391883283847,False,47.67999999999934,0.0,5.635652174001361,0.0,5.635652174001361,0.25385310746841455,-0.7049621859554426,0.7492750388198225,4332.539865540122,2860.6171385827474,3.125355198516742,1.4058413151260192,1.8795117520306033,0.7586758424795689,0,0.39222006028196243,0.3618824279747254,0.10040039910395214,0.3790906006919563,0.07529172022417946,pad_miss,corridor,estimated,flight_like
27,1.0087217408702676,0.9925288344910989,1.0393878246865513,0.8812253808487042,17.574004708711144,1.044475756716114,-1.7093078127556969,-56.81143495758754,1.530290644409109,True,45.19999999999939,0.0,2.152211137645059,0.0,2.152211137645059,-0.003935925634680228,-0.678572965010516,0.6785843796859494,4106.246587006339,2841.455254431352,2.0406596327241946,1.3429479352127844,1.9895354401057626,0.7643210718709121,0,0.39470012637133545,0.2959352152401989,0.11529284765292579,0.4089618947338282,0.0515610679789498,success,corridor,estimated,flight_like
28,0.9919172835373291,1.0365416759287966,1.0552091158298287,0.9063590210312465,0.14595925364287154,17.417276420214428,-3.745193936868011,-59.67041614752503,0.7102719959887944,True,45.83999999999938,0.0,0.6278441739978567,0.0,0.6278441739978567,0.47023913375269016,-0.9811161425354914,1.0879860881721801,4226.3613456327075,3029.430385868869,3.7917812687231987,1.709148067843519,2.145688606507083,0.7119100980333122,0,0.46989785510136295,0.2791363417398519,0.1417958064081576,0.4137577313422929,0.0867461215886591,success,corridor,estimated,flight_like
29,1.021901478570538,0.9943229304359463,1.0072141500564138,0.9852428841286747,16.898994897189016,25.36659155166481,-2.4189093714519188,-60.74259493466512,2.171747230248741,True,42.47999999999945,0.0,-1.10919739351342,0.0,-1.10919739351342,-0.15201336878504706,-0.7835291788426677,0.7981391096715182,3933.64334357181,3026.617169479814,2.1717472302487404,1.150123543252206,1.3558411534322703,0.7735787175691107,0,0.37147805816040763,0.30622398634476117,0.10412413113766006,0.4090869726120849,0.06522409863813323,success,corridor,estimated,flight_like
30,0.9717316960367345,0.9620508004304374,1.1432443758237372,1.0964750123076885,14.104307474943951,26.376392394622574,-2.619163003349976,-57.59349735381653,2.2722043926255657,True,45.75999999999938,0.0,1.755124657999233,0.0,1.755124657999233,-0.022821853546385492,-0.7476833672067658,0.7480315866304978,4111.991256827023,2622.364346186041,2.2722043926255657,1.2490739268319395,1.546181254433011,0.6983884062472512,0,0.3684416467247306,0.2601473096132378,0.10642374045773635,0.4022518564512434,0.054536538006723555,success,corridor,estimated,flight_like
31,0.9767272133896197,1.028922977369551,1.136405050345268,0.9403187605741318,1.4604943965191666,22.594762807461322,-3.4118165045541637,-55.54563855472949,-0.6425246064573831,True,47.75999999999934,0.0,1.4066228934489768,0.0,1.4066228934489768,0.32271574925493357,-0.6760690190985288,0.7491426922836664,4329.133198719435,2873.3276428674217,3.3056314881316715,2.2859682182181005,3.119594262024428,0.6987514716768153,0,0.4048498279691404,0.39966375730875653,0.09919867805775508,0.40778153723233534,0.08127042479454692,success,corridor,estimated,flight_like
32,0.9972591364725412,1.0149711016461198,1.0906807029035037,1.1103463562188214,17.836814318602705,28.38610061934523,-5.114224593329225,-59.472205373815974,0.067023606343997,False,44.47999999999941,0.0,3.2893336608675794,0.0,3.2893336608675794,0.6705491862768155,-0.8124350206071251,1.0534167617450365,4093.512126583326,3011.285584939513,4.131572684725411,1.5003161098443187,1.919718355330334,0.905513200470985,0,0.36329993646371245,0.4714865923488353,0.09771528804564306,0.40476014522082715,0.07987778302363165,pad_miss,corridor,estimated,flight_like
33,0.9945274905813608,1.03178608561747,1.0274012038435731,1.1434889426551715,17.117204329430475,20.70241840668158,-3.726405881155809,-57.076279379371464,1.2348674976355856,False,45.59999999999938,0.0,5.367440084066183,0.0,5.367440084066183,0.4560089611431216,-0.6788946766926429,0.8178277047669864,4179.658727346283,3042.843871976009,3.195581498933546,1.577470772647597,2.24816292584754,0.7200824298244732,0,0.40354652762217036,0.4141090079661726,0.11290773303360108,0.4011029323522864,0.08240067297323712,pad_miss,corridor,estimated,flight_like
34,1.0169697148350152,1.0213403146218112,1.1197622333507684,0.9820965750717103,14.915529828157705,7.207605658150355,-2.4333292835451035,-55.23815148224572,1.6157496906521422,True,44.079999999999416,0.0,2.263827829506003,0.0,2.263827829506003,0.1875093435887742,-0.9836211187375349,1.0013342394822884,4039.087835866285,3110.2943664863924,2.586894337768055,2.120020056630471,2.836407748664215,0.653941581112467,0,0.41012939898943374,0.3467488330321624,0.10130241186575036,0.4198770022118013,0.05790591189729644,success,corridor,estimated,flight_like
35,0.9718100240730251,0.9936110210416655,1.191218263262348,1.1390409919037303,-5.295589278069713,13.268148588548193,-3.5459869629772984,-62.05202859518404,0.853153117022728,True,45.11999999999939,0.0,-2.3476187939778876,0.0,-2.3476187939778876,0.27173023244378675,-0.9985540645321798,1.0348659521975254,4133.9642160561925,2821.312931235465,3.7828307260288003,1.4807296330130229,1.7837918970315003,0.7402325624392088,0,0.3927579930592506,0.27501889773133403,0.09891163151087937,0.4255981070531154,0.05329468927466894,success,corridor,estimated,flight_like
36,1.0149749792518599,0.984313128133479,1.088275941175487,1.1308536658440433,12.471656506260352,29.257147707041398,-1.83849956274819,-54.511620609805796,1.027133273839645,True,41.99999999999946,0.0,-0.48846859120873326,0.0,-0.48846859120873326,-0.16904316629473468,-0.466882662582127,0.4965430622722722,3838.9018748323506,3051.2900221020027,1.8259411050633523,3.062299270665552,4.050851442290717,0.5983390853869102,0,0.3974649093283054,0.3820463089881835,0.09710328247154447,0.44696393013079116,0.06925402533540306,success,corridor,estimated,flight_like
37,0.9723043941704383,1.0103546778995003,1.1580399857611527,0.9184694405751191,11.533969151777256,-3.8773390212768213,-0.4953734947162691,-57.995148736747616,1.1857971324305674,True,47.11999999999935,0.0,-2.364497527894756,0.0,-2.364497527894756,0.1839750186372274,-0.6462197082400454,0.6718978484862246,4276.575989957397,2795.906755339107,1.1859171782334286,0.45487884381159704,0.7358105601004461,0.6916468575444774,0,0.3915944370198441,0.30900840712818356,0.09765333404892101,0.41304073929780877,0.07514429135621481,success,corridor,estimated,flight_like
38,0.9908378813016598,0.966156546094658,1.0344406113821476,1.0574838552691983,-11.495584421258101,8.616744716886368,-2.303787281092252,-54.803497986216456,1.3766285951907307,True,45.519999999999385,0.0,-1.1022941945392934,0.0,-1.1022941945392934,0.167681919142839,-0.872551216478385,0.888517220646474,4081.0389675672195,2682.0568550953867,2.524336745323848,2.1825995127739213,2.947383388411259,0.7045444684835266,0,0.46009993415767364,0.27030315839215985,0.09412527228588181,0.4319044894018181,0.056693546610156895,success,corridor,estimated,flight_like
