target_x_m,required_lateral_correction_m,success,final_time_s,final_altitude_m,landing_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,rms_x_estimation_error_m,rms_z_estimation_error_m,rms_vx_estimation_error_mps,rms_vz_estimation_error_mps,rms_theta_estimation_error_deg
-12.0,30.0,False,44.399999999999615,0.0,-15.27736691358755,-3.2773669135875494,-0.11977326803103543,-1.0277293446029911,1.0346850929113303,4061.627532387036,2938.372467612964,1.6032122079633164,1.3820945656328134,1.8001763083171527,0.7921425198530625,0,0.44672271737399916,0.42164125799287044,0.1048766579714471,0.49553575774191155,0.1151008419709185
0.0,18.0,True,44.399999999999615,0.0,-2.083542448826749,-2.083542448826749,0.3969240076042891,-1.0275733747464346,1.1015696565812017,4061.7957373825193,2938.2042626174807,1.8602316364654463,1.4457526777592702,1.695000664588596,0.7921350769957923,0,0.4466888435003835,0.42162222201620175,0.10627027653734743,0.495536393213477,0.11520512894316365
12.0,6.0,True,44.34999999999962,0.0,9.470088536294917,-2.5299114637050835,0.33819465162451995,-1.0358115872482445,1.0896243695261032,4058.219198671075,2941.780801328925,2.6837768590990776,1.485307891813622,1.9952229453790378,0.9253061685218903,0,0.44635127831042537,0.42497026674025695,0.10698266019970101,0.4997449006920854,0.1152636418148248
24.0,6.0,True,44.34999999999962,0.0,23.233646316040044,-0.7663536839599558,0.3602330663186216,-1.0357957060713165,1.0966497192746159,4058.745577128535,2941.254422871465,3.5436142628352116,2.116326743268613,2.841724529345253,0.9252967326002408,0,0.4462993880423814,0.42495941112027463,0.10875794566453638,0.49974603900406805,0.11544510173172093
