case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,failure_mode,guidance_mode
29,1.021901478570538,0.9943229304359463,1.0072141500564138,0.9852428841286747,16.898994897189016,25.36659155166481,-2.4189093714519188,-60.74259493466512,2.171747230248741,True,46.23999999999937,0.0,1.419963627042959,-0.02287412849527074,-0.7492207462920712,0.7495698449303216,4212.6340563871345,2747.6264566644895,2.1717472302487404,1.3952969603337282,success,corridor
30,0.9717316960367345,0.9620508004304374,1.1432443758237372,1.0964750123076885,14.104307474943951,26.376392394622574,-2.619163003349976,-57.59349735381653,2.2722043926255657,True,47.919999999999334,0.0,1.4537935126308525,0.049108554343428985,-0.7502838875332087,0.751889328293497,4269.577110727347,2464.778492285717,2.2722043926255657,1.523078338387581,success,corridor
31,0.9767272133896197,1.028922977369551,1.136405050345268,0.9403187605741318,1.4604943965191666,22.594762807461322,-3.4118165045541637,-55.54563855472949,-0.6425246064573831,True,49.279999999999305,0.0,2.192497431290033,0.16933823442779072,-0.7496795823572779,0.7685667920503098,4441.133453082937,2761.32738850392,3.316163791721113,2.805662657240096,success,corridor
32,0.9972591364725412,1.0149711016461198,1.0906807029035037,1.1103463562188214,17.836814318602705,28.38610061934523,-5.114224593329225,-59.472205373815974,0.067023606343997,False,47.51999999999934,0.0,5.990368700544055,0.30092867129133627,-0.7494304999682565,0.8075915672466126,4319.714155856553,2785.083555666286,4.3566427857979395,1.8852381007629044,pad_miss,corridor
33,0.9945274905813608,1.03178608561747,1.0274012038435731,1.1434889426551715,17.117204329430475,20.70241840668158,-3.726405881155809,-57.076279379371464,1.2348674976355856,False,48.07999999999933,0.0,4.324467212044137,0.15756696119760394,-0.7491430875018869,0.765534266256519,4363.620228388547,2858.882370933745,3.2302337992850765,2.0003509057102757,pad_miss,corridor
34,1.0169697148350152,1.0213403146218112,1.1197622333507684,0.9820965750717103,14.915529828157705,7.207605658150355,-2.4333292835451035,-55.23815148224572,1.6157496906521422,True,46.879999999999356,0.0,2.0034593892148678,0.1559809472267808,-0.7500718667484247,0.766118699148657,4249.725226483228,2899.6569758694495,2.776015801466557,2.961337670141322,success,corridor
35,0.9718100240730251,0.9936110210416655,1.191218263262348,1.1390409919037303,-5.295589278069713,13.268148588548193,-3.5459869629772984,-62.05202859518404,0.853153117022728,True,48.23999999999933,0.0,-0.012328199747916428,0.13855598622061532,-0.7500917157687843,0.762781320813853,4365.394703015991,2589.882444275667,3.8519498590973824,1.6066144792019037,success,corridor
36,1.0149749792518599,0.984313128133479,1.088275941175487,1.1308536658440433,12.471656506260352,29.257147707041398,-1.83849956274819,-54.511620609805796,1.027133273839645,True,46.31999999999937,0.0,-0.9991997515795867,-0.01121306214056093,-0.7498815526972331,0.749965383093234,4157.189451911079,2733.002445023274,1.9499723227413708,4.414923300611806,success,corridor
37,0.9723043941704383,1.0103546778995003,1.1580399857611527,0.9184694405751191,11.533969151777256,-3.8773390212768213,-0.4953734947162691,-57.995148736747616,1.1857971324305674,True,49.19999999999931,0.0,1.7590604207470688,0.00149725980059777,-0.7493948453187896,0.7493963410487692,4428.884533909142,2643.5982113873615,1.243868289350725,0.22704722911768274,success,corridor
38,0.9908378813016598,0.966156546094658,1.0344406113821476,1.0574838552691983,-11.495584421258101,8.616744716886368,-2.303787281092252,-54.803497986216456,1.3766285951907307,True,47.67999999999934,0.0,-1.5963396021622265,0.10428078128158665,-0.7492434140559405,0.7564655807443585,4240.03967352027,2523.056149142336,2.7502602417824584,3.0928542726450985,success,corridor
39,0.9789041527852151,0.9744115565321106,1.1687275293805948,0.9300941801836484,13.368828563086165,22.93054756752342,-2.2970298115880015,-59.38337486233224,1.5641201586420375,True,47.67999999999934,0.0,1.7376656896090326,0.03271508707810295,-0.7497341310915075,0.7504475626225098,4283.175638743178,2537.705256981597,1.5641201586420375,0.7951551409189969,success,corridor
40,0.990181867670036,0.9422526287290106,1.175262312349682,0.9738574228649145,-6.368829312765648,21.84882195836518,-4.515651221808685,-58.884470598358554,1.0753872661804094,True,46.479999999999364,0.0,1.5242597064444978,0.36088539762186594,-0.7499142077321367,0.8322316920036213,4155.375625265198,2440.392775837874,4.57818456621002,2.0543988056899294,success,corridor
41,1.0122184373776655,0.9459116929052932,0.9040452509410438,1.0355933984934578,-11.643267926091529,14.991166413668116,-3.181564232521902,-57.90070165284967,0.7993906241884964,True,45.75999999999938,0.0,-1.1782573600376414,0.2734172640111368,-0.7504594615530863,0.7987154710495371,4101.908243671442,2519.4736066656114,3.3231704801498183,2.4284244539300417,success,corridor
42,1.0044686042124338,0.9452970845655434,1.1408687484073683,1.1153585081988504,-1.1232852962067135,26.30728695019535,-1.0987079432910278,-55.85837535213623,-0.6644475088864893,True,46.15999999999937,0.0,-2.696770898256094,0.030976175884381695,-0.7507144905937149,0.7513532923064894,4110.894054993492,2506.185536965313,2.4360597087142475,2.783263735615349,success,corridor
43,1.0208498395410395,1.0113448050194236,0.9431732151136445,0.9252485370358778,-8.995190791693702,3.915417937673162,-0.95407721826095,-58.43237921614208,-0.14501470505896372,True,46.55999999999936,0.0,-1.165009616353233,0.04028367800845407,-0.7495829992251529,0.750664670436317,4242.381342103956,2837.032293032007,1.187319015749281,0.9130630159179184,success,corridor
44,1.0089368796887452,0.9762163950646613,1.026224952470703,1.0530897654616242,4.698213123765623,18.9633377485018,-2.370637484417499,-58.21932436803104,1.5184856862727143,True,46.79999999999936,0.0,-0.3451555945628193,0.11393628446063765,-0.749587477009978,0.7581971132936867,4213.891340382161,2619.6234250704692,1.6115761098616603,0.1577950247093427,success,corridor
45,1.0206591343370195,0.9516746905564253,1.0107941147714017,0.9206697276179068,9.397672108977954,32.43134169919117,-0.5734896876910254,-59.636505724211574,-0.2768892323521109,False,45.999999999999375,0.0,-4.029279734153716,-0.09174615892622434,-0.749590606691086,0.7551843717379395,4140.1924581172025,2521.5303757777765,3.987204334895789,3.0498761752282655,pad_miss,corridor
46,0.9904066250126928,0.9404439194100691,1.0951649074763254,0.9618455812701493,13.79686648738798,19.792436620672465,-0.565032845318868,-55.92684115690889,0.2236212197808293,True,46.959999999999354,0.0,-0.018670542057126073,0.02158329087007155,-0.7492743541321958,0.7495851494026554,4165.158963923623,2417.94847194686,1.7538672703229732,2.1544267895675744,success,corridor
47,1.0187414906185133,0.9921457480870248,1.0371928176080516,0.8902794973014267,-4.547141401319003,15.29501334783659,-2.933962434786557,-56.27879423007506,1.0532864217866424,True,46.07999999999937,0.0,-0.1354242161694476,0.26471171211873035,-0.7506414608906193,0.7959490519755852,4168.23345328086,2776.7867833283126,2.938616635716167,2.7930965223130335,success,corridor
48,0.980199071364875,0.9844320020495603,0.9520482477670091,0.8655348274293273,16.232042191563714,32.730782668010214,-2.7092801247635787,-57.08678640103375,-0.08223695774608474,True,48.23999999999933,0.0,0.5024877750760962,0.16867427613281918,-0.7492663759083255,0.7680176518125912,4323.243088040224,2567.7809263066956,2.263008009895116,1.691612875462556,success,corridor
49,0.9883344299962997,1.019909918808004,0.9387296408374379,0.882820580982032,10.694177432909107,12.099734250729615,-0.9408104407061215,-58.40592216727331,1.0298743990279422,True,47.919999999999334,0.0,0.8375292688495602,0.05393318084962648,-0.7497538711901568,0.7516911968096904,4353.315292210307,2786.0541394457214,1.0298743990279422,0.28750015403301804,success,corridor
50,1.0254708305563194,1.0228731527845891,0.9542248374607692,1.0047223987485845,1.2446501303862405,8.712245656228893,-0.7405334116303577,-57.64524087251984,0.7953236305776487,True,46.63999999999936,0.0,-0.45296092999348636,0.009901563808745349,-0.7495459048876876,0.7496113022758936,4255.266821768026,2904.845247724097,0.7953236305776487,0.12958194116652322,success,corridor
