case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_m,target_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,rms_x_estimation_error_m,rms_z_estimation_error_m,rms_vx_estimation_error_mps,rms_vz_estimation_error_mps,rms_theta_estimation_error_deg,ekf_mean_nees,ekf_p95_nees,ekf_x_3sigma_coverage,ekf_z_3sigma_coverage,ekf_vx_3sigma_coverage,ekf_vz_3sigma_coverage,ekf_theta_3sigma_coverage,ekf_bax_3sigma_coverage,ekf_baz_3sigma_coverage,ekf_bg_3sigma_coverage,ekf_rejected_updates,ekf_gps_accepted_updates,ekf_gps_rejected_updates,ekf_mean_gps_nis,ekf_mean_gps_normalized_nis,ekf_radar_accepted_updates,ekf_radar_rejected_updates,ekf_mean_radar_nis,ekf_mean_radar_normalized_nis,ekf_attitude_accepted_updates,ekf_attitude_rejected_updates,ekf_mean_attitude_nis,ekf_mean_attitude_normalized_nis,failure_mode,guidance_mode,navigation_mode,actuator_mode
69,0.977960291933465,1.033900787597304,0.9175794910035537,1.0705278658684114,5.808319373597094,24.46328139171589,-3.908207584320289,-57.23489764444094,1.281237191010181,True,46.79999999999936,0.0,2.3603463600571315,0.0,2.3603463600571315,0.3178625783600683,-0.8040294390157355,0.8645807987259889,4276.766412379082,2960.539100802045,2.860690482577103,0.8610099478310878,1.4167338047241251,0.6589940574164206,5,0.09111632174927564,0.08694070330290966,0.05795737533735216,0.05036486024650063,0.03197701024533574,5.560648154454112,11.271000442062894,1.0,0.9778156996587031,0.9982935153583617,1.0,1.0,1.0,1.0,1.0,5,234,0,3.584178733161437,0.8960446832903592,467,2,0.9216426736191099,0.9216426736191099,582,3,0.889515116451497,0.889515116451497,success,corridor,ekf,flight_like
70,0.9708391790673153,1.0202324638966318,1.1453824490446525,1.0265803547087309,-8.779297262613273,8.073655695390343,-2.225113542061279,-58.895945185291126,0.6254100293904874,True,47.11999999999935,0.0,-1.3286069831226073,0.0,-1.3286069831226073,-0.09470651089886685,-0.8193201452251841,0.8247756201406865,4292.957499513726,2848.669747762695,2.508336775710753,1.23261388436935,1.5047071810259285,0.668649740955731,5,0.12596547072674216,0.09783332126988756,0.045347607743655614,0.058305256739952085,0.033856408728743605,5.93677905917435,11.75941716770574,1.0,0.988135593220339,1.0,1.0,1.0,1.0,1.0,1.0,5,235,0,4.136699813588031,1.0341749533970077,469,3,1.0048046178421859,1.0048046178421859,587,2,0.9478765810228033,0.9478765810228033,success,corridor,ekf,flight_like
71,0.9745463824623523,0.9869236544753002,0.8606448023615668,0.9428718030246857,-8.97045483345551,4.204880512626268,-2.6329056569295792,-54.10044178012356,2.679478703442294,True,45.75999999999938,0.0,-0.7382635834622502,0.0,-0.7382635834622502,0.17387088592866878,-0.8038538127858292,0.8224427258502169,4123.259959071238,2785.205622255864,3.563316010960531,2.0909255985686417,2.4249116714450714,0.7178806640471881,3,0.20207262716516033,0.0724451383961386,0.04937608335377515,0.0456549980338698,0.03106483871890818,5.943382776713393,14.347669620193704,0.9424083769633508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,228,0,3.974205264846789,0.9935513162116972,457,1,0.9913244066661975,0.9913244066661975,570,2,0.8975115609949762,0.8975115609949762,success,corridor,ekf,flight_like
72,0.9899038057319931,1.0182563111909864,0.9059085578542523,1.137927138488688,-6.640145260228373,16.775093396060925,-4.36328809072323,-59.80523611863431,0.685791179336568,True,45.59999999999938,0.0,-0.05093800475066461,0.0,-0.05093800475066461,0.3005424160771391,-0.8264914365593081,0.8794395025056317,4188.204468783788,2939.5897095531145,4.77583664278362,2.0637290484039315,2.869987829478084,0.7788063373216993,4,0.13770067286682036,0.08533454055041562,0.053567014125836504,0.047030938688651436,0.035802543196132616,5.952985621747942,9.874915327184787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,228,0,4.031096627929113,1.0077741569822782,453,4,1.1011456085938114,1.1011456085938114,570,0,0.9628494638670779,0.9628494638670779,success,corridor,ekf,flight_like
73,0.9901598869983979,1.0114198241894305,0.9250887252126824,1.0530191838739522,-13.835318319181255,17.115250550840035,-1.3707760239126052,-60.88803281120785,1.1669084910317875,False,44.7199999999994,0.0,-3.0038446842349384,0.0,-3.0038446842349384,0.02261940667777882,-0.5694755490174123,0.5699245901758739,4123.659552701727,2956.279216624287,1.1669084910317877,0.636897782835641,0.8497986582857759,0.6924514825605594,2,0.13160294651452153,0.050992675561013195,0.04221089740550998,0.04867071760295489,0.030906537339026718,4.551260523286233,7.834076231253256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,223,0,4.0840920921831225,1.0210230230457806,446,2,0.9811897587511992,0.9811897587511992,559,0,0.9147009639287073,0.9147009639287073,pad_miss,corridor,ekf,flight_like
74,1.0234736739006862,0.9646936124989047,1.0331878812460045,0.9669969374189841,10.21623562522101,28.57341264961265,-3.029272614636934,-57.437527367894816,2.1298788554775676,True,43.43999999999943,0.0,0.23086162739837188,0.0,0.23086162739837188,0.0378145603298026,-0.7861703468619726,0.7870792560206441,3947.9222985264933,2804.93298896584,2.1298788554775676,1.1359795773387749,1.5459599027015065,0.6964122032246307,8,0.17474172689961728,0.08674330618632754,0.05427568465262198,0.0485506280947957,0.03159329174325101,6.069774588529309,12.770921011252435,1.0,1.0,1.0,1.0,0.9963235294117647,1.0,1.0,1.0,8,217,0,3.7261692150096697,0.9315423037524174,430,5,1.0020632084520613,1.0020632084520613,540,3,0.8700620482593074,0.8700620482593074,success,corridor,ekf,flight_like
75,0.9855287087465784,0.9751736549286351,1.0463198420710618,1.056577221651933,5.605492603650326,6.635501846453547,-0.7001713650362784,-57.23087430887512,0.7846671140976889,True,44.31999999999941,0.0,-1.460161091102792,0.0,-1.460161091102792,0.01936645869738484,-0.8563160772347808,0.8565350453152751,4021.57090432489,2804.6446801755555,0.7846671140976889,0.5011795031702982,0.9468040042760465,0.6592244575025457,3,0.13873696428077992,0.07615141646632183,0.05443514396256979,0.04612181370693155,0.0319679028008857,6.046690576749065,11.112239958607073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,221,0,3.965495650062308,0.991373912515577,442,2,1.0235836018073097,1.0235836018073097,553,1,0.9756171452503508,0.9756171452503508,success,corridor,ekf,flight_like
76,1.0228778402573642,0.9987193610967812,1.0444476032555905,0.8953223646182167,14.736813982136972,17.84379842800181,-0.9950715775461807,-57.02965338882779,-0.3060091613726685,True,44.23999999999941,0.0,1.0203695277572489,0.0,1.0203695277572489,0.07022907932641326,-0.6713444073789586,0.6750077309942759,4043.6948796945762,2947.340647982892,0.571857038576549,0.5226417454525457,0.9489370562552727,0.6461435831708093,5,0.19806158314680863,0.10871418155612245,0.06477394515277297,0.04782572864462249,0.03207150500882304,7.980889220351693,13.280558488074792,1.0,0.9927797833935018,0.9909747292418772,1.0,1.0,1.0,1.0,1.0,5,220,1,3.8823714123915525,0.9705928530978881,440,3,0.9514551064096846,0.9514551064096846,552,1,0.9217230042299547,0.9217230042299547,success,corridor,ekf,flight_like
77,0.9772115840903134,0.9562764842003147,0.9654387525999616,1.0293478954176474,-9.281560377553582,5.862995641601174,-2.9898940613703946,-58.41640476292916,2.073854492454824,True,46.55999999999936,0.0,-0.7007161952797898,0.0,-0.7007161952797898,0.16193835597209347,-0.819568822081003,0.8354143195218688,4175.001585520968,2518.933803881235,3.591668200358933,1.1875173225654436,2.4958421630152645,0.704702774108208,3,0.11951999730564843,0.07804694462407685,0.05140181988584181,0.04238683550459487,0.030882706162243315,5.915718689928246,11.08648255156369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,232,0,3.4433866940741797,0.8608466735185449,464,2,0.981691636388167,0.981691636388167,581,1,0.9447478872769813,0.9447478872769813,success,corridor,ekf,flight_like
78,0.9718974003137922,0.9652754703695624,1.1180886878775025,1.0761284675536344,-5.868063771860651,17.130766886148635,-0.5426314414594684,-56.83130559792975,0.3510647523998562,True,45.999999999999375,0.0,-1.8112457304263965,0.0,-1.8112457304263965,-0.1540710585504548,-0.8648086837010373,0.8784258366462011,4129.278700875067,2627.64959171187,1.2275157905465555,0.8813075720324703,1.440576283977159,0.6601360940601567,4,0.11357364814858772,0.06812023643403858,0.05312282817951686,0.03819354356325368,0.032373017241532374,4.366936685086143,9.367710105637318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,229,1,3.896359807095452,0.974089951773863,460,1,1.0471324544287917,1.0471324544287917,573,2,0.9580156652297728,0.9580156652297728,success,corridor,ekf,flight_like
79,1.025491892237119,1.0110395839498296,0.8818784389034092,1.0006092617256919,8.963574741737109,12.236657075144045,-2.2236759405602013,-61.64421491264219,0.7452879836996461,True,44.639999999999404,0.0,-0.24761603393680004,0.0,-0.24761603393680004,0.2764106980439157,-0.7806421400088829,0.8281334582968938,4123.5200792293435,2953.757008419463,1.7988855860583632,0.5957078233937018,0.9472786279759582,0.70961669779057,2,0.15171846841416736,0.08767978614093459,0.057551938256699554,0.05216907017840208,0.029039810324474242,5.108201556463478,11.662025665464562,1.0,1.0,0.9964221824686941,1.0,1.0,1.0,1.0,1.0,2,223,0,3.911680436617691,0.9779201091544227,446,1,0.9846744218001127,0.9846744218001127,557,1,0.8568113216778953,0.8568113216778953,success,corridor,ekf,flight_like
80,1.0081974697403302,1.0232627621360866,0.9786269035827957,0.8630633125519818,5.353857122820866,29.73641415360604,-1.4147046403448311,-61.195098432137854,1.4597664315898904,True,45.519999999999385,0.0,-1.7799437894561971,0.0,-1.7799437894561971,-0.10007945417515801,-0.7852316658849587,0.7915836445104617,4201.1853062851005,2961.6540286675045,2.712492207680469,1.7693395466727215,3.2219117145084475,0.7085571962039143,4,0.18342941337304747,0.051056216204354556,0.049347524596463126,0.04058671416995387,0.03596748348041468,5.310678458782388,9.915220959660802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,227,0,3.9086535709574766,0.9771633927393691,454,2,0.9969971637432011,0.9969971637432011,567,2,0.9484690997154698,0.9484690997154698,success,corridor,ekf,flight_like
81,0.9815571800323002,1.0325167162903388,0.9424055519550132,1.0344868097940898,-11.590597919955346,24.647891633839663,0.43091959754772313,-59.035308518040864,1.5773970361055991,False,45.999999999999375,0.0,-5.183999659597622,0.0,-5.183999659597622,-0.1577279335145011,-0.8394167396553874,0.8541068807967978,4229.939232019213,2997.677782013161,4.382678543261396,2.8741207200311196,4.528712159866312,0.6577804980215458,2,0.1950329960391134,0.07699929675712168,0.043992249313292535,0.046531177196054194,0.03664441260482129,5.518907412985209,10.019531845384353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,230,0,3.8788392340995466,0.9697098085248866,459,2,0.9778060529054088,0.9778060529054088,575,0,0.9153133047165254,0.9153133047165254,pad_miss,corridor,ekf,flight_like
82,1.016450076375571,0.9650332091396278,1.08468570607727,0.8562136844881524,-5.677656510555501,21.790218874259388,-2.31922110705621,-63.22901687554546,1.2310907745489545,True,44.7199999999994,0.0,-2.636241233399801,0.0,-2.636241233399801,-0.21809712238017545,-0.7992851902236094,0.8285065902582216,4087.436061552802,2667.796402424592,1.2310907745489545,0.4292939745868763,0.9199117262148037,0.7636422768858679,3,0.15139783269529908,0.08742385637172964,0.05660717206478929,0.050136381472522494,0.0300852237899456,6.770660410996428,10.556050909040751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,223,0,4.233705552223388,1.058426388055847,446,2,0.9964173588388523,0.9964173588388523,558,1,0.9701141777449431,0.9701141777449431,success,corridor,ekf,flight_like
83,1.0070545650312992,0.9830259407780255,1.0929342569606788,0.8622277856222884,-0.4738570615723319,18.751536098152833,-1.1341618113265883,-59.42488084776539,0.461733025765132,True,45.919999999999376,0.0,-1.7108770675267995,0.0,-1.7108770675267995,0.01918412395081849,-0.7012310711997816,0.7014934396184711,4168.90706224725,2712.2745231989284,0.9900496530397936,0.48011034012726295,0.8607066048804332,0.6741882473582579,0,0.1827752464462046,0.07608384544627858,0.04933550180276371,0.04473670363469139,0.030341067360063145,5.656606776182321,11.444186146082842,1.0,1.0,1.0,0.9947826086956522,1.0,1.0,1.0,1.0,0,229,0,3.724502745390348,0.931125686347587,460,0,1.0708800764898672,1.0708800764898672,574,0,0.7936246409535832,0.7936246409535832,success,corridor,ekf,flight_like
84,1.0291108604414507,1.0021225312417759,1.1443553830310769,1.1211615232719367,-11.590325156954783,14.430443615717202,-2.9285860354808975,-59.88200100680997,1.532881897632791,True,44.639999999999404,0.0,-2.090604783389427,0.0,-2.090604783389427,0.09860043663179756,-0.768839491191265,0.7751362520997354,4093.588794438194,2921.2689242542365,2.963210227081732,0.7915803171774503,1.1759242065462399,0.6958767355125258,6,0.1410176039617741,0.09744213824020201,0.046180166528791734,0.04956850595983002,0.033758259342653384,5.290521384771542,10.714115797118794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,223,0,3.704477941901227,0.9261194854753068,445,2,0.909698780320946,0.909698780320946,554,4,0.9290430916010562,0.9290430916010562,success,corridor,ekf,flight_like
85,0.9881226373381407,0.9874965741916859,1.0508529133948765,0.9237371808956112,-13.290943827084394,13.30225534651533,-3.7392673765866498,-60.428603160287686,1.6219480785562517,True,46.479999999999364,0.0,-1.0691789001663001,0.0,-1.0691789001663001,0.296529775261072,-0.7531765770015422,0.8094472581707481,4221.787785069246,2690.688234272555,4.13010247450078,1.062992340118463,1.6033576026552823,0.690137045192199,1,0.16507003701719478,0.07957596771174494,0.046667238900740406,0.04875093145653955,0.03249235383329953,5.8034594967493875,10.32913347220219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,232,0,3.721547186591503,0.9303867966478757,465,0,0.957257337471253,0.957257337471253,580,1,0.9682799299966725,0.9682799299966725,success,corridor,ekf,flight_like
86,0.9929897692825562,1.0089861023742104,0.893354432214858,1.0318332586656371,8.094998542687929,16.226648298454894,-5.212857762249157,-55.011328921749424,1.3570360052032975,True,45.999999999999375,0.0,2.4412317854098275,0.0,2.4412317854098275,0.390356378352271,-0.8546423751755088,0.9395699503314995,4172.697880464308,2890.2048361551642,5.455239512866847,2.7170969310949467,2.9674772100865416,0.7069580749234365,3,0.16866966455262516,0.0968851460127186,0.04442855807497065,0.0439352179732947,0.03244648479359094,5.57314824308106,11.345524765405637,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,3,230,0,4.267285850950484,1.066821462737621,459,2,1.02028381713247,1.02028381713247,574,1,0.9719884234421504,0.9719884234421504,success,corridor,ekf,flight_like
87,0.9793336429678482,0.993434654648589,1.0393372162412664,0.9781513439582643,-6.839902197425946,21.605448199457456,-2.462016021406887,-58.88261973523833,0.8452008880229739,True,47.27999999999935,0.0,-0.7135109070054199,0.0,-0.7135109070054199,0.18164403481275626,-0.7749302463584344,0.7959343202200805,4275.18139210033,2678.861190439795,1.5303096083460597,0.5993812870329855,0.9450063462976063,0.704076447071167,4,0.14075628856824626,0.06458164293355322,0.06305848131869142,0.04750164886614083,0.03315320255626773,5.89557378583484,10.95091431844706,1.0,1.0,1.0,0.9966216216216216,1.0,1.0,1.0,1.0,4,236,0,3.8810668558370276,0.9702667139592569,470,3,0.970251230681268,0.970251230681268,590,1,0.8358141548025065,0.8358141548025065,success,corridor,ekf,flight_like
88,0.975182083107893,0.9656450606604001,1.1037059247997387,1.0692928035843277,7.344538218036597,32.66728903861572,-3.3542115844603897,-56.619898012661565,0.9790746261893837,True,46.07999999999937,0.0,-0.299052330943993,0.0,-0.299052330943993,0.08567886622220222,-0.7829326167055453,0.7876067231928091,4134.583869489808,2624.931555132993,1.6414939081088316,1.1122912641539457,1.4914662011306894,0.6417476711996071,1,0.21418094077836944,0.08103796487160246,0.05491404786276453,0.04595362525253928,0.028450042669915725,6.857781792713489,13.277588138842843,0.9792027729636048,1.0,0.9965337954939342,1.0,1.0,1.0,1.0,1.0,1,230,0,3.9202213681250906,0.9800553420312726,461,0,0.9100003378543814,0.9100003378543814,575,1,0.8861877214160675,0.8861877214160675,success,corridor,ekf,flight_like
89,0.9882811953224735,0.9881458427204312,1.0692858803581502,0.877375309365841,6.673624790832456,31.693942961920637,-4.084152511475239,-58.0623157464311,0.503165006777163,True,44.559999999999405,0.0,-0.9500761166379033,0.0,-0.9500761166379033,0.1964128798593324,-0.8266390391966396,0.8496529412051606,4063.4718328482486,2853.5490661947697,2.4389410062077634,0.5094237513639363,0.9633339967616882,0.7135901294088034,3,0.19043253599063875,0.0618529773141598,0.042536861637672174,0.04576881635085125,0.031598356145558004,5.092482025873508,10.468986297303744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,222,0,3.89369402267551,0.9734235056688775,443,3,0.9741081398890563,0.9741081398890563,557,0,0.9244037563103169,0.9244037563103169,success,corridor,ekf,flight_like
90,0.9781564275485997,0.9456323643451529,1.1716262338217471,1.105581079353874,0.49650852965455883,37.606183491469174,-3.5474244139387405,-54.332077018538676,0.6565353220558323,True,44.8799999999994,0.0,-2.221470329821748,0.0,-2.221470329821748,-0.047386970996184594,-0.7591808976322663,0.760658372957221,4005.908537156036,2613.5180132600362,2.6038214958458394,2.14254415321923,3.494362532788776,0.8378019764048121,4,0.1595729029371595,0.0758266336623388,0.04895587134007255,0.04747191135882036,0.03194912566115906,6.449457624007323,11.90483812187085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,224,0,3.6216517498876155,0.9054129374719039,446,3,0.9702945733499595,0.9702945733499595,560,1,0.9046279752117911,0.9046279752117911,success,corridor,ekf,flight_like
91,0.9927490938528448,0.9886666248199982,1.02155632411664,0.943707471076696,2.8743141160321954,28.107749316257895,-3.3843341539990694,-60.03428081310922,1.2821482924753378,True,44.47999999999941,0.0,-0.4019574372462718,0.0,-0.4019574372462718,0.1413916749261549,-0.7265965520962151,0.7402257461454116,4073.382175958759,2847.2841977812277,1.2906597668151372,0.548256647777265,0.7594502246473694,0.7134547659932251,3,0.23856553083104934,0.07455056196283197,0.04829166260037057,0.04840592883335617,0.03294350577002097,6.754979459317627,13.596594776423643,0.9874326750448833,0.9982046678635548,1.0,1.0,1.0,1.0,1.0,1.0,3,222,0,3.6611519077480077,0.9152879769370019,443,2,0.929693607103305,0.929693607103305,555,1,0.973555698281535,0.973555698281535,success,corridor,ekf,flight_like
92,0.976530090429296,1.0220276138088709,1.157619533502412,1.0928322524366534,-5.281877412227981,12.754023092570296,-3.677058827680719,-55.75595511991511,1.053477138264276,True,47.359999999999346,0.0,0.10724973035763012,0.0,0.10724973035763012,0.07578767954896215,-0.7543569139421693,0.7581544209353195,4289.484546695498,2864.7087499665977,4.086210955376929,2.523239830409951,3.5245960015846247,0.7771906337882387,3,0.18771493595460884,0.07278169037875493,0.05092635839093786,0.040816968144142464,0.032746381174305055,5.638618214891682,10.448276214292905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,236,0,3.8347168656317603,0.9586792164079401,474,0,0.8946281782488001,0.8946281782488001,589,3,0.8982889588068887,0.8982889588068887,success,corridor,ekf,flight_like
93,1.0189626389973434,0.9574993890402616,1.1778225297128948,1.020748044286926,-6.927897013997807,11.072906396273428,-1.7137381763647395,-53.64562015988662,1.2409470748420446,True,45.519999999999385,0.0,-0.45321441863075984,0.0,-0.45321441863075984,0.12011017454535815,-0.7038400258877581,0.7140148710433112,4062.29450496774,2640.2012183140905,1.6719858617584267,1.8174006049143547,3.452289392899764,0.6346371395357342,1,0.1438046887610533,0.0936495411141482,0.04511040348310088,0.05186349115346014,0.03494803260520823,5.248496112448392,10.114193461164351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,227,0,3.547174232856471,0.8867935582141178,456,0,0.9435545653003543,0.9435545653003543,568,1,0.9412394852296792,0.9412394852296792,success,corridor,ekf,flight_like
94,0.9762822484209457,1.0313542256576411,1.1452222879866567,1.0571783386343117,-4.058789206858595,6.234408611606623,-2.0920370879677366,-54.521218748737276,0.6513743660342652,True,46.55999999999936,0.0,-0.007181185489474608,0.0,-0.007181185489474608,0.1586533149930845,-0.757248312158907,0.7736897831985429,4232.066937073505,2987.4126425299837,2.3696014249912887,2.4024496015554546,4.185893719956806,0.6931716710431651,1,0.09508155954732068,0.06247339982057223,0.051560599913043806,0.03429748541369021,0.030530030454754206,3.894540636760023,7.531861449979939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,232,0,4.014121377474496,1.003530344368624,465,1,0.9914592231202246,0.9914592231202246,582,0,0.8167200833950496,0.8167200833950496,success,corridor,ekf,flight_like
95,1.0134791752489511,0.9841615499697646,0.9218629992230056,1.050517992328851,13.661015322989005,19.504948472758556,-0.8616897083461741,-60.17259974559704,2.027253032599211,True,43.43999999999943,0.0,-0.026578135125070696,0.0,-0.026578135125070696,-0.23130598817345877,-0.7316531608175453,0.7673452990011765,3991.1476483167135,2897.9832014716376,2.0406729245963096,1.4962613847242339,1.871027651836974,0.6452561400884708,5,0.14217902931724297,0.0792151127277349,0.05408849235345535,0.050891806790063505,0.032906308683998284,4.873347814347817,10.760963650607483,1.0,1.0,1.0,1.0,0.9944852941176471,1.0,1.0,1.0,5,216,1,3.937447122474177,0.9843617806185443,433,2,1.0906393633389564,1.0906393633389564,541,2,0.9626954639330135,0.9626954639330135,success,corridor,ekf,flight_like
96,0.991680545618075,0.9956901890620916,1.0884563939424892,0.9752189497793626,-7.296525512590883,9.585199527758101,-1.6070439712788764,-55.96916307478091,1.819035717339873,True,45.19999999999939,0.0,-1.4252501844944185,0.0,-1.4252501844944185,0.00693628833525819,-0.7840259094386122,0.78405659155887,4101.90049572094,2867.9308277137025,1.83184750292086,0.5052616313331935,0.8661505609853074,0.6940010034364624,2,0.10784853560289867,0.09805699688230915,0.0553567954219114,0.04982127967949771,0.03286074396217881,5.086743006689724,9.357710960126488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,226,0,3.668131020469979,0.9170327551174947,452,1,1.0448472490717602,1.0448472490717602,564,1,0.908284535551916,0.908284535551916,success,corridor,ekf,flight_like
97,1.028130051871653,0.9494927129894521,1.0704646507026525,0.8940414595425125,-7.568944541001098,6.942791085795633,-2.1940555596862925,-59.27742762695903,1.0288769650066931,True,43.03999999999944,0.0,-1.2326159741506104,0.0,-1.2326159741506104,0.1605031767400094,-0.7833475051325661,0.799621525186166,3916.633135471995,2729.8158554541697,2.4001801347270777,0.8422307105898669,1.3546933770690575,0.6665723889563943,3,0.1350249492466628,0.08890987448265979,0.05127818168932699,0.05588321190979188,0.0296997248381697,7.240819717501828,14.703606945896244,1.0,0.9703153988868275,1.0,1.0,1.0,1.0,1.0,1.0,3,215,0,4.390788529418132,1.097697132354533,429,2,0.8857917034452283,0.8857917034452283,537,1,0.8761484292601017,0.8761484292601017,success,corridor,ekf,flight_like
98,1.0201807931104767,0.9528247741067969,0.9609967206496165,0.8999534900498337,9.191661857542943,12.237745011789865,-4.721491856808596,-58.6277005288791,1.4144068959258482,True,44.559999999999405,0.0,-0.448018072213193,0.0,-0.448018072213193,0.3716843241444968,-0.7592043840355317,0.8453049943975975,4029.7523532249397,2640.02106552264,5.018222962533177,2.352942266069321,3.0780055201455045,0.6499285830522783,1,0.09302402314292424,0.06120597439061172,0.04017068976884319,0.04681012790707771,0.031176106307749665,3.9631491123850693,7.822632417305269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,222,0,4.020776523070717,1.0051941307676793,446,0,0.9337707592493121,0.9337707592493121,556,1,0.9247855100827548,0.9247855100827548,success,corridor,ekf,flight_like
99,0.9754445706301351,0.9748491543301182,0.9818262633249084,0.85157530589482,-6.2176689540600165,8.951542406277332,-1.9490555336642035,-53.978836639901566,0.2939121687507434,True,45.919999999999376,0.0,-1.0130231556706797,0.0,-1.0130231556706797,0.10594472181941615,-0.7650027770377897,0.7723040417846612,4119.767803813698,2704.176276497128,2.420907983399391,2.2961767715903103,3.5697099454198407,0.7383187661924675,2,0.15938263759575338,0.06370133626602395,0.0607826806794133,0.037790730781564336,0.03564541144033551,5.798958356125241,11.649590001712918,1.0,1.0,0.9965217391304347,1.0,1.0,1.0,1.0,1.0,2,229,0,3.815454616031341,0.9538636540078352,459,1,0.9335913779054791,0.9335913779054791,573,1,0.9805413543184786,0.9805413543184786,success,corridor,ekf,flight_like
100,1.003265832899321,0.9839935046571104,1.1894950629995598,0.9518266541773199,-11.979501289526677,20.54566830083298,-2.9457096469500157,-60.47859546099564,1.0194876103297446,True,45.039999999999395,0.0,-1.5114537696979942,0.0,-1.5114537696979942,0.3732909693467129,-0.8071513630892826,0.8892915555275983,4108.782712047243,2779.171820552532,2.3091859239853862,0.4970456585979422,0.8737139176536436,0.6840795990439005,5,0.1508035468462364,0.06747309482399642,0.04820861679775182,0.04120589500762663,0.03726626331165724,5.10860933452395,9.147466759676757,1.0,1.0,0.99822695035461,1.0,0.9964539007092199,1.0,1.0,1.0,5,225,0,3.8136512990553695,0.9534128247638424,450,1,0.9697148956211907,0.9697148956211907,559,4,1.017492471177109,1.017492471177109,success,corridor,ekf,flight_like
101,1.0248509459945905,1.0284115577525774,1.135788672832551,1.0728788144682093,14.358843995584945,25.1027745116564,-1.3325513028290983,-62.21119649289687,1.1932438234327525,True,45.35999999999939,0.0,-0.23994374133706575,0.0,-0.23994374133706575,-0.11877110545006031,-0.653244541172739,0.6639540692410971,4196.281028232344,3002.5998760356997,2.0744542232159544,1.1409159544860925,1.5235820755105844,0.7219567183879865,1,0.14254951094148638,0.08629116546555365,0.06200363320229491,0.04326136953061208,0.032052818542456875,5.162673586080172,10.70733030939967,1.0,0.9947183098591549,1.0,1.0,1.0,1.0,1.0,1.0,1,226,0,4.119563975423057,1.0298909938557643,453,1,1.0188029336754023,1.0188029336754023,567,0,0.8825960047080375,0.8825960047080375,success,corridor,ekf,flight_like
102,1.0215602450706505,0.943606877501908,0.9605917756410822,1.1268495043783595,-11.1662099617965,9.590509760457426,-2.686257543164337,-62.04415207119134,1.9432612996117824,True,43.679999999999424,0.0,-2.6627527652139475,0.0,-2.6627527652139475,0.0779538026872171,-0.8230275810739534,0.8267110707870317,3974.93977806942,2630.3083644439357,2.699393395906371,0.9070631346936596,1.1578884208399338,0.6940170002625362,5,0.14197900945785727,0.1074193025259372,0.04366187638617875,0.060895088626921626,0.03584354728183175,6.764917636104772,13.912192127515514,1.0,0.9414990859232175,1.0,0.9926873857404022,1.0,1.0,1.0,1.0,5,218,0,4.366578305027035,1.0916445762567588,435,2,1.112131788168405,1.112131788168405,543,3,0.9311329312440085,0.9311329312440085,success,corridor,ekf,flight_like
103,0.9849076170720598,1.039829530831541,0.9255888929094023,0.9522178844961904,-10.386533361223051,29.79023913415382,-4.2982908678707865,-56.16621219817871,0.1356278630541302,True,45.67999999999938,0.0,0.3755592805881478,0.0,0.3755592805881478,0.5606083631351318,-0.7497701922240503,0.9361821820376316,4194.141042036783,3084.665673784006,3.7136849256623554,0.9732337995274511,1.2450120389744819,0.7334518916047199,1,0.22053119443465455,0.08548227749461701,0.05076821727193693,0.045874342398187946,0.030998057760544956,5.83487559706547,13.797433787451425,0.9527972027972028,0.9965034965034965,1.0,1.0,1.0,1.0,1.0,1.0,1,228,0,4.03824010173686,1.009560025434215,457,0,0.991505251305207,0.991505251305207,570,1,0.9181129666989382,0.9181129666989382,success,corridor,ekf,flight_like
