case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_m,target_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,rms_x_estimation_error_m,rms_z_estimation_error_m,rms_vx_estimation_error_mps,rms_vz_estimation_error_mps,rms_theta_estimation_error_deg,ekf_mean_nees,ekf_p95_nees,ekf_x_3sigma_coverage,ekf_z_3sigma_coverage,ekf_vx_3sigma_coverage,ekf_vz_3sigma_coverage,ekf_theta_3sigma_coverage,ekf_bax_3sigma_coverage,ekf_baz_3sigma_coverage,ekf_bg_3sigma_coverage,optimizer_replan_count_from_rows,optimizer_fallback_fraction,optimizer_tilt_active_fraction,optimizer_thrust_active_fraction,optimizer_glideslope_active_fraction,optimizer_max_constraint_violation,optimizer_min_tilt_margin_deg,optimizer_min_thrust_margin_mps2,optimizer_min_glideslope_margin_m,ekf_rejected_updates,ekf_gps_accepted_updates,ekf_gps_rejected_updates,ekf_mean_gps_nis,ekf_mean_gps_normalized_nis,ekf_radar_accepted_updates,ekf_radar_rejected_updates,ekf_mean_radar_nis,ekf_mean_radar_normalized_nis,ekf_attitude_accepted_updates,ekf_attitude_rejected_updates,ekf_mean_attitude_nis,ekf_mean_attitude_normalized_nis,optimizer_solve_count,optimizer_converged_solve_count,optimizer_accepted_solve_count,optimizer_fallback_count,optimizer_convergence_rate,optimizer_acceptance_rate,optimizer_mean_iterations,optimizer_maximum_observed_violation,failure_mode,guidance_mode,navigation_mode,actuator_mode
48,0.980199071364875,0.9844320020495603,0.9520482477670091,0.8655348274293273,16.232042191563714,32.730782668010214,-2.7092801247635787,-57.08678640103375,-0.08223695774608474,True,45.999999999999375,0.0,0.25725841074943107,0.0,0.25725841074943107,0.1433116506807117,-0.7306907196194059,0.7446120848863222,4158.765976670595,2732.2580376763253,0.601832355879023,0.8363610809580121,1.1702485715911233,0.6342500633978695,0,0.1173588497162642,0.09282272103192289,0.04380002065822214,0.051556996581830244,0.028877772862431428,4.745098645650788,9.37652065385598,1.0,0.9982638888888888,1.0,0.9947916666666666,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,6.945778488898213e-05,7.333344549421289,17.530778166451686,1.999972725710546,0,230,0,3.910254897000624,0.977563724250156,461,0,0.8939657437384378,0.8939657437384378,575,0,0.8603211283909954,0.8603211283909954,21,19,21,0,0.9047619047619048,1.0,68.23809523809524,6.945778488898213e-05,success,predictive,ekf,flight_like
49,0.9883344299962997,1.019909918808004,0.9387296408374379,0.882820580982032,10.694177432909107,12.099734250729615,-0.9408104407061215,-58.40592216727331,1.0298743990279422,True,47.11999999999935,0.0,0.6743797764819612,0.0,0.6743797764819612,0.13868089571701098,-0.7069483714105383,0.7204223696394254,4294.114150406556,2845.2552812494723,1.0298743990279422,0.5675991065696391,0.9226519559385647,0.6311067911165789,3,0.2339150085771956,0.10022301067996431,0.04182543756431424,0.049211389171714734,0.031157957812447023,5.930167272735717,11.724156189660214,0.9864406779661017,0.9627118644067797,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,3.748471868902925e-05,7.127854748242198,17.359852844608664,1.9999195695184657,3,235,0,3.9538269049531416,0.9884567262382854,470,2,1.0946942014140688,1.0946942014140688,588,1,1.0001949859094714,1.0001949859094714,21,19,21,0,0.9047619047619048,1.0,77.28571428571429,3.748471868902925e-05,success,predictive,ekf,flight_like
50,1.0254708305563194,1.0228731527845891,0.9542248374607692,1.0047223987485845,1.2446501303862405,8.712245656228893,-0.7405334116303577,-57.64524087251984,0.7953236305776487,True,43.83999999999942,0.0,-0.6723425324137279,0.0,-0.6723425324137279,0.0017613800760765469,-0.7749074974751362,0.7749094992984346,4046.0778712627543,3114.0341982293685,0.7953236305776487,0.6211405812104482,0.9281771573600358,0.6968410031733304,2,0.1258252357609337,0.0575544094123243,0.05125417027806778,0.04680590887333176,0.03357459491025098,4.170756278758715,8.436384185993937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,6.684643437893101e-06,7.572265688287832,18.53376614877819,1.9999686933423244,2,219,0,3.6440416041504964,0.9110104010376241,438,1,1.010270933987615,1.010270933987615,547,1,0.9861328227809901,0.9861328227809901,21,18,21,0,0.8571428571428571,1.0,63.523809523809526,6.684643437893101e-06,success,predictive,ekf,flight_like
51,0.9712389606968431,1.0215174725490561,1.172140367959244,1.0805157359896174,-11.816202317409754,15.799136679600636,-2.681820902669708,-57.20793703905056,1.0789879485298457,True,46.31999999999937,0.0,-1.5023839890598194,0.0,-1.5023839890598194,-0.0489176501011046,-0.7790607419428814,0.7805950141577942,4220.691514439037,2929.9307934043572,1.3303471562189575,0.4651695993982645,0.8706108860801782,0.6813287901805495,6,0.08071434209067498,0.06060271514673721,0.04628392784792395,0.04289194353832563,0.035207850664041314,3.885596948450069,7.47815501483195,1.0,1.0,1.0,1.0,0.9948275862068966,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,5.338622580097763e-05,6.703899650402244,16.934414436707158,1.9999244990771956,6,231,0,3.810973634415354,0.9527434086038385,461,3,1.0064303736973441,1.0064303736973441,576,3,1.0008839093610784,1.0008839093610784,21,15,21,0,0.7142857142857143,1.0,76.61904761904762,5.338622580097763e-05,success,predictive,ekf,flight_like
52,0.9984903196961439,0.9492153357111444,0.9678677883952209,1.1281628131295915,7.140116677823947,19.993160177034884,-1.2377673147359645,-57.217648659617,-0.18151830688076223,True,43.27999999999943,0.0,0.42055361079749337,0.0,0.42055361079749337,0.10445740942223812,-0.48280211130486034,0.4939729031674064,3918.2108675520285,2726.2964824259834,0.35753875138807745,0.47308406513668605,0.8857188313221646,0.6531630867723219,3,0.1808494611138943,0.06935210318354186,0.051142281040587774,0.053675870538248883,0.034303815244726366,6.1975258624082095,11.402287861529878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,4.513701293262784e-05,7.26592187102156,18.38844306921422,1.9999540198970154,3,215,1,3.9395050474113043,0.9848762618528261,433,0,0.9068613261832027,0.9068613261832027,539,2,1.0831860692494897,1.0831860692494897,21,19,21,0,0.9047619047619048,1.0,69.71428571428571,4.513701293262784e-05,success,predictive,ekf,flight_like
53,1.0139633811277833,1.0294599330399157,0.888038574320832,0.9366964810608712,-12.999187247793504,13.454740572216163,-0.6071974893141039,-56.3262561089934,1.9722145699892968,True,44.8799999999994,0.0,-1.413568367384546,0.0,-1.413568367384546,0.3630767251954351,-0.8559738323175374,0.9297934770641345,4122.062521615659,3084.1570096637515,1.9722145699892968,0.9563459701568757,1.4554392512780852,0.6336627243645319,6,0.150923438179909,0.07671161370853506,0.05017986057342627,0.04805604613809631,0.033910166932860156,4.812419365881444,10.240829622165318,1.0,1.0,1.0,1.0,0.998220640569395,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,3.02033273555935e-05,7.077115693603048,18.237827854223838,1.9999256383681123,6,224,0,3.7878061977759243,0.9469515494439811,446,3,0.9860137610772964,0.9860137610772964,558,3,0.9703847970670169,0.9703847970670169,21,12,21,0,0.5714285714285714,1.0,75.19047619047619,3.02033273555935e-05,success,predictive,ekf,flight_like
54,1.0176137562256926,0.9664813507399203,1.1929379270323357,1.127438947690274,1.9314719201942587,15.413816543447796,-3.635620875083543,-58.56000951738593,0.5404980731662075,True,44.079999999999416,0.0,0.03862267401480357,0.0,0.03862267401480357,-0.38401794260100613,-0.7736523126358134,0.8637173618066571,4001.1837838474494,2764.1856713319903,1.7917137407404695,0.6940286362319597,0.9928451913384281,0.714791910351407,2,0.12927378194050726,0.07125488611899275,0.049179146912272605,0.050487426519570486,0.033037572189301825,4.745342690748812,8.430623041437567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,6.790685128521545e-05,5.84662365668412,18.696363007715163,1.9998602939451728,2,220,0,4.435613830490389,1.1089034576225973,440,1,1.0914609256711465,1.0914609256711465,550,1,0.9410017643091825,0.9410017643091825,20,10,20,0,0.5,1.0,80.75,6.790685128521545e-05,success,predictive,ekf,flight_like
55,0.9830867071482582,1.0023276171414128,0.9498552549383841,1.0926393477003415,0.5640350664247578,27.791415978486008,-1.72058431021741,-62.087151908065145,1.3245073827112772,True,45.43999999999939,0.0,0.6814935692046619,0.0,0.6814935692046619,0.28322170704852684,-0.740047210063415,0.7923915752114771,4173.308091207309,2842.9852287825815,1.3245073827112772,0.6235825116664792,0.9876288547136761,0.6417050140695081,1,0.1334906027487717,0.051231717982901145,0.04075290170571072,0.04265051756944711,0.031302945788325647,4.506990873112187,8.932621534616196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0,0.0,0.0,5.570779552499516e-05,6.711312340614365,17.00521817530184,1.9999023769189082,1,227,0,3.8326065227352566,0.9581516306838141,454,1,0.900792178946494,0.900792178946494,568,0,0.9490621775605707,0.9490621775605707,19,14,19,0,0.7368421052631579,1.0,76.6842105263158,5.570779552499516e-05,success,predictive,ekf,flight_like
56,1.0149218844285766,0.979078290725317,1.0816727935516999,0.9560930893365656,5.667624300289731,15.983927116488562,-2.8755375865409833,-56.876050131787,1.0493437138313548,True,44.7999999999994,0.0,1.0173883445188816,0.0,1.0173883445188816,-0.010825896933615634,-0.8041733261454097,0.8042461927346556,4060.295267851743,2793.2527672254764,1.22566165099653,0.47007298415917553,0.8945703669865852,0.6625731388788875,3,0.14612891289574276,0.05945435516348263,0.05653279887695065,0.04505040131283271,0.03219638670612147,3.957512365028817,10.69019670477885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,3.6833718979778496e-05,6.533177546534997,18.641779168173482,1.9999287284485157,3,224,0,3.9644336972892034,0.9911084243223008,448,1,1.1012680694842911,1.1012680694842911,558,2,1.036230571863192,1.036230571863192,21,17,21,0,0.8095238095238095,1.0,68.19047619047619,3.6833718979778496e-05,success,predictive,ekf,flight_like
57,1.0175416586831065,1.0031999110016918,1.145789885755308,0.8709646449783384,16.03535749861495,35.24749176251487,-1.678465666891731,-60.205699500951454,0.17434603786290667,True,44.7999999999994,0.0,2.250119832526421,0.0,2.250119832526421,0.34923715201102035,-0.6583120372921463,0.7452122696175263,4112.539379795817,2909.8599972160264,0.8664626943868918,0.5060514546555303,0.7846020540057125,0.6730221406125579,3,0.17274410003235618,0.0730799589866084,0.047856219207067625,0.060541950044176764,0.030182560877845082,5.402058441711266,11.218415327346815,1.0,0.9964349376114082,1.0,0.9964349376114082,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,7.340526445887008e-05,6.499748619318013,18.221086409500806,1.1773223929405932,3,224,0,3.9443870910020706,0.9860967727505177,448,1,1.1257428587707623,1.1257428587707623,558,2,0.9709544054050662,0.9709544054050662,20,13,20,0,0.65,1.0,76.1,7.340526445887008e-05,success,predictive,ekf,flight_like
58,0.9707213651290045,0.9401683405846808,1.1357020136162825,0.8573459955335578,-9.25637351394306,24.82020650611245,-2.463715319460667,-65.29199231772196,1.2143809197804385,True,44.079999999999416,0.0,-0.15193509109588718,0.0,-0.15193509109588718,-0.1202244561627394,-0.828273601101166,0.8369534504025418,4024.367095039779,2556.8112890529883,1.2143809197804385,0.5531208615046567,0.866480731499629,0.697001472401317,1,0.21741127538899654,0.0944353042379743,0.05460441911664971,0.05200154177577832,0.03251131909546029,5.925886176626849,12.109273647036709,0.9909420289855072,0.9927536231884058,1.0,1.0,1.0,1.0,1.0,1.0,18,0.0,0.0,0.0,0.0,9.219702761242843e-05,7.322425445426761,16.83061999533833,1.99997455055958,1,220,0,4.002214018997782,1.0005535047494456,440,1,0.9678732199829949,0.9678732199829949,551,0,0.9030867577932838,0.9030867577932838,18,17,18,0,0.9444444444444444,1.0,57.55555555555556,9.219702761242843e-05,success,predictive,ekf,flight_like
59,0.9813553522619297,0.9807023272615139,0.957465201162368,0.9808741837602237,12.268949500570812,11.928570362587642,-2.3188945826206067,-56.70298655703537,0.5438910847584245,True,44.8799999999994,0.0,1.0587251721378301,0.0,1.0587251721378301,-0.04083536698035407,-0.7722595655520544,0.7733384535784239,4067.7379705563,2797.1783202742954,0.9772163802249733,0.45679033187444107,0.9301511578172856,0.7127828359608405,1,0.16442117939417236,0.08070388811333758,0.0509848004740981,0.04346225185419222,0.03223018006961937,4.8963406801775395,9.346137480457655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,5.158800155413701e-05,6.84868600321484,17.62885513055125,1.9999341665450805,1,224,0,3.6984260814190084,0.9246065203547521,448,1,0.9997305480587269,0.9997305480587269,561,0,0.9342036967690921,0.9342036967690921,21,16,21,0,0.7619047619047619,1.0,72.80952380952381,5.158800155413701e-05,success,predictive,ekf,flight_like
60,1.005911911310773,1.0346850788172375,0.9359792657206858,0.9246979130551414,-2.1575498482241784,13.013451698114475,-1.9332042287820341,-57.614874230180114,1.1518020873731347,True,46.07999999999937,0.0,0.20953389835292396,0.0,0.20953389835292396,0.0022746205013945203,-0.67994230863423,0.6799461132834512,4229.026211621516,3013.7693400991448,1.151802087373135,0.5274027571156981,0.7788306100778576,0.6610060269421201,3,0.16241488068620333,0.06628802323895787,0.04810000257827155,0.046822278287905805,0.02957867951772374,5.678695040992491,10.869702147338845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,2.5233543794911384e-05,7.115936832642937,17.83307524350593,1.9999750283376807,3,229,1,3.694376278518807,0.9235940696297017,460,1,0.9611651566884092,0.9611651566884092,575,1,1.0210548115531797,1.0210548115531797,21,19,21,0,0.9047619047619048,1.0,60.19047619047619,2.5233543794911384e-05,success,predictive,ekf,flight_like
61,0.99861446736966,0.996457766329059,1.0431525707178566,0.8684241476858007,-9.230487745721785,20.631966107892623,-0.8076483733563009,-57.90195217659647,-0.5800029467813249,True,45.35999999999939,0.0,-1.1623616792314024,0.0,-1.1623616792314024,-0.013093161087289284,-0.7659138312116366,0.7660257356698567,4131.243028850095,2843.9613354533176,1.0358524682524834,0.6203114442834916,0.8900867737182289,0.6465911378469446,2,0.09595544749617299,0.08880770137940043,0.04201487794582584,0.0441768463855573,0.03197482359402304,5.401881579037711,11.781053711343587,1.0,0.9911971830985915,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,3.812501017819159e-05,7.100324201463704,17.918746068081305,1.9999568965617307,2,226,0,3.7518355231569664,0.9379588807892416,454,0,0.9513903797589162,0.9513903797589162,565,2,0.9982294144794203,0.9982294144794203,21,20,21,0,0.9523809523809523,1.0,66.57142857142857,3.812501017819159e-05,success,predictive,ekf,flight_like
62,1.0212240223555413,1.0111970454343433,1.0468952730321464,0.9412249071535779,4.644540734637637,18.03657424199697,-2.335617951427276,-57.510342820104796,1.4054460052268873,True,42.55999999999945,0.0,-0.3276586704192331,0.0,-0.3276586704192331,-0.10379148714981647,-0.6301608098200123,0.6386511716405007,3936.646693176397,3141.7326248640056,1.4054460052268873,0.4492657156095763,0.7980685967992573,0.7737294263025067,3,0.16653825427145014,0.08393934830329179,0.05125311677797934,0.05121063609518708,0.03753036313285035,6.616438113130377,11.398425680029206,1.0,0.9962476547842402,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,7.289610465477381e-05,7.1644521317687015,18.50471887176934,1.9999793171817815,3,212,0,4.065976931609524,1.016494232902381,423,3,1.122912019111014,1.122912019111014,532,0,0.9106828002752572,0.9106828002752572,21,20,21,0,0.9523809523809523,1.0,65.0,7.289610465477381e-05,success,predictive,ekf,flight_like
63,1.0156904501029296,0.9890344688867599,1.156702360749825,0.9595898990055131,14.761467955025914,30.95753628379202,-3.014625895926527,-57.377046746283845,1.0220627072545614,True,43.83999999999942,0.0,1.3531409262960556,0.0,1.3531409262960556,0.1468706249740832,-0.7068349372386197,0.7219325515457806,4002.2154588080375,2921.0258233992827,1.0331679347131013,0.5817778294874231,1.021908793858263,0.6517721480667701,1,0.13564044481280113,0.0663237721818998,0.050988027477783096,0.043859157929886795,0.03318102317957178,4.40001727945304,9.201030459587074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,2.4066323987881333e-05,7.111210458082065,18.54246621550125,1.999953441872254,1,219,0,3.7202273820112137,0.9300568455028034,439,0,1.0473048605312205,1.0473048605312205,547,1,1.0344996690483197,1.0344996690483197,21,18,21,0,0.8571428571428571,1.0,71.23809523809524,2.4066323987881333e-05,success,predictive,ekf,flight_like
64,1.0201170376274977,1.0248895283896395,0.8819763584208927,1.0705349955727188,13.562129987023784,12.805741973889258,-3.301237820026059,-51.99885833069232,1.2927921138336478,True,44.639999999999404,0.0,1.504551449855917,0.0,1.504551449855917,-0.2183567117377669,-0.8454437992066027,0.8731866187578831,4064.071465492816,3110.155233234662,1.646710508280779,0.5681532799627127,0.8823606672653799,0.7035872560842396,2,0.1528866489063965,0.09904974427525527,0.05180527693203732,0.05094947958994806,0.03260146730463237,5.966559920707876,10.017494645922913,1.0,0.9964221824686941,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,3.928179938839094e-05,6.243771227168428,18.465189290325675,1.9998987694288983,2,222,1,3.96837374218315,0.9920934355457875,447,0,1.0049716080783941,1.0049716080783941,557,1,0.8744219679064097,0.8744219679064097,21,12,21,0,0.5714285714285714,1.0,76.0952380952381,3.928179938839094e-05,success,predictive,ekf,flight_like
65,0.9835440027992022,0.9917519214186414,1.0674500729662135,1.0332720518574054,3.1435586011383805,34.037433035171276,-5.798245161373516,-59.47700192197094,1.3575182101800056,True,45.039999999999395,0.0,-0.4908017121386155,0.0,-0.4908017121386155,-0.1618144587170786,-0.8393938684237141,0.8548485160525393,4111.131986534176,2831.1314633963157,2.439617019024959,0.7370160582629319,1.1868798221968708,0.6251204363139463,3,0.12669930948697197,0.07804781678603226,0.06386387045777442,0.04637523483557199,0.032067716244723356,5.117264171115673,10.513803898247938,1.0,1.0,0.9911347517730497,1.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,4.168255281911115e-05,5.266809873445123,17.347648795712512,1.999847657985103,3,225,0,4.052404006440374,1.0131010016100934,449,2,0.9676758200497267,0.9676758200497267,562,1,0.8712920452383809,0.8712920452383809,20,11,20,0,0.55,1.0,78.0,4.168255281911115e-05,success,predictive,ekf,flight_like
66,1.0275065803255177,1.0159005204810045,0.9794924452473736,1.09358503260214,16.646118681279045,16.17837640780042,-1.2843398228084957,-57.430893796512244,0.6463809290022114,True,44.31999999999941,0.0,1.8144995015626668,0.0,1.8144995015626668,0.25097167242644935,-0.6956601618874447,0.7395470513752285,4069.29743114152,3042.0062122255113,0.6491501860678889,0.5797008361179802,0.8766725335194919,0.6606862991935835,2,0.12390581060113044,0.09204092374862725,0.042329497102151926,0.051019679780474635,0.034422820172658415,5.53548307738548,10.040634759943273,1.0,1.0,1.0,1.0,0.9963963963963964,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,2.357636259375795e-05,6.920207676356549,18.672607167672844,1.9999017047109269,2,221,0,3.9270570990877554,0.9817642747719388,443,1,0.9417655242897365,0.9417655242897365,553,1,0.8751243189673633,0.8751243189673633,21,16,21,0,0.7619047619047619,1.0,78.61904761904762,2.357636259375795e-05,success,predictive,ekf,flight_like
67,0.9832686768331265,0.9744638916513536,1.0043418215709763,0.9383325037660462,5.779471555994057,11.556397456017546,-1.7213644621427964,-55.77659555363299,1.4851238077724203,True,45.039999999999395,0.0,1.1145119103341632,0.0,1.1145119103341632,0.14989353721814233,-0.8510618406906653,0.8641610551162034,4065.6330880345668,2755.614153524908,1.4851238077724203,0.8472630686789409,1.261470836856031,0.6801697535065138,3,0.1599858365259959,0.07609647002314947,0.04590016555549224,0.04545971706222835,0.031756797529046574,5.615738717346478,9.545413720065266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,1.917741997203848e-06,7.300526016089913,17.81928070509324,1.999970048611325,3,225,0,3.73651174841517,0.9341279371037925,450,1,0.950316747022959,0.950316747022959,561,2,0.9637484632140528,0.9637484632140528,21,19,21,0,0.9047619047619048,1.0,69.61904761904762,1.917741997203848e-06,success,predictive,ekf,flight_like
68,1.0057440223357728,0.9464784166248242,1.1254731169844323,0.9880716639005567,3.2103422884875563,8.694961008882613,-1.0463613392906943,-60.43851211501536,0.8661428273725621,True,45.11999999999939,0.0,-0.07261720326059384,0.0,-0.07261720326059384,0.101683037731052,-0.7567568483044705,0.763557704183469,4071.1995914824656,2554.149324891303,0.8661428273725621,0.7003614950448835,0.925590310808125,0.6637754532489482,4,0.15191864563469995,0.0759610019992602,0.04519247328348103,0.04162544690589135,0.03047592543531387,5.635091704288985,9.614139527929247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,9.820961713558063e-05,7.559419408178157,18.331203328773007,1.9999461501968323,4,224,1,3.9345165281694503,0.9836291320423626,451,1,0.99630819930626,0.99630819930626,562,2,1.064667983591863,1.064667983591863,20,18,20,0,0.9,1.0,65.1,9.820961713558063e-05,success,predictive,ekf,flight_like
69,0.977960291933465,1.033900787597304,0.9175794910035537,1.0705278658684114,5.808319373597094,24.46328139171589,-3.908207584320289,-57.23489764444094,1.281237191010181,True,46.71999999999936,0.0,1.0028791283446201,0.0,1.0028791283446201,-0.09774098361402221,-0.7646232175995089,0.7708449680513343,4270.434646817201,2966.8708663639263,1.5689553389464455,0.44671292350386954,0.89417076533413,0.6759711123071569,5,0.0910856313124676,0.08699562456641563,0.05797606698458336,0.050350656527972264,0.031329225606490034,5.531446045370654,11.255315331158524,1.0,0.9777777777777777,0.9965811965811966,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,1.3104125855534221e-05,6.273282934488651,17.02629341050651,1.9999143149208407,5,233,0,3.589894267774541,0.8974735669436352,466,2,0.9237090433681041,0.9237090433681041,581,3,0.8880436275277821,0.8880436275277821,21,15,21,0,0.7142857142857143,1.0,74.57142857142857,1.3104125855534221e-05,success,predictive,ekf,flight_like
70,0.9708391790673153,1.0202324638966318,1.1453824490446525,1.0265803547087309,-8.779297262613273,8.073655695390343,-2.225113542061279,-58.895945185291126,0.6254100293904874,True,47.03999999999935,0.0,-1.319451067239647,0.0,-1.319451067239647,-0.2653951082662023,-0.7388254479033044,0.7850462444729913,4286.8983620152285,2854.7288852611928,1.2192444015313801,0.5078904774056769,0.9171327445813725,0.6705861078352602,5,0.1259776129590744,0.09797874820024016,0.04527701609173953,0.058308813086272386,0.033547989941922415,5.903877189647336,11.709557802390941,1.0,0.9881154499151104,1.0,1.0,1.0,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,3.612031287048012e-05,6.57168695200134,16.7834124837357,1.9999001671184502,5,235,0,4.135388655945139,1.0338471639862847,468,3,1.0106134844298362,1.0106134844298362,586,2,0.9514061590648492,0.9514061590648492,21,12,21,0,0.5714285714285714,1.0,76.38095238095238,3.612031287048012e-05,success,predictive,ekf,flight_like
71,0.9745463824623523,0.9869236544753002,0.8606448023615668,0.9428718030246857,-8.97045483345551,4.204880512626268,-2.6329056569295792,-54.10044178012356,2.679478703442294,True,45.19999999999939,0.0,-0.34295189486844224,0.0,-0.34295189486844224,-0.04242652105384265,-0.7396579882566204,0.7408737741886691,4082.3523313115,2826.113250015602,2.679478703442294,0.7463911898040657,1.473785515043926,0.7129525334288858,3,0.2014205563165242,0.07262824785805168,0.049544929068255875,0.04581083384273889,0.031089557539744045,5.892556549494233,14.450671996101532,0.941696113074205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,0.0,0.0,0.0,0.0,1.9109830930119642e-05,6.428884572007888,17.589457602397886,1.9999264331818771,3,226,0,3.9820621854514306,0.9955155463628577,452,1,0.9921624996903828,0.9921624996903828,563,2,0.8952998405553068,0.8952998405553068,22,17,22,0,0.7727272727272727,1.0,67.36363636363636,1.9109830930119642e-05,success,predictive,ekf,flight_like
72,0.9899038057319931,1.0182563111909864,0.9059085578542523,1.137927138488688,-6.640145260228373,16.775093396060925,-4.36328809072323,-59.80523611863431,0.685791179336568,True,45.27999999999939,0.0,-1.056170085625555,0.0,-1.056170085625555,-0.36107564576165546,-0.8732343564359052,0.9449411956424728,4162.819119265034,2964.9750590718686,2.3936933577677113,0.8545625259731822,1.3168952134717984,0.7116294831027845,4,0.1379140690188395,0.08536664392426196,0.05382433849903558,0.04724525401022018,0.03498028547243314,5.810359291302399,9.74173725504547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,5.661290123271101e-05,5.233379215601648,17.297269822785942,1.9998166680097427,4,226,0,4.016429873262658,1.0041074683156646,449,4,1.099525728161275,1.099525728161275,566,0,0.9619589695398922,0.9619589695398922,20,11,20,0,0.55,1.0,77.75,5.661290123271101e-05,success,predictive,ekf,flight_like
73,0.9901598869983979,1.0114198241894305,0.9250887252126824,1.0530191838739522,-13.835318319181255,17.115250550840035,-1.3707760239126052,-60.88803281120785,1.1669084910317875,True,44.7999999999994,0.0,-2.7921449860557654,0.0,-2.7921449860557654,0.021094837331568285,-0.8022899626474935,0.8025672410003799,4127.029352030077,2952.9094172959376,1.1669084910317877,0.6705478847950906,0.8898585768477468,0.7061752191615605,2,0.13160771507483146,0.05105792651109498,0.04210799008080509,0.04878074584895841,0.030899023771067544,4.569043959923888,7.906896874228843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,4.68440789518354e-05,7.535551492240575,17.25006609091448,1.9999759305464437,2,224,0,4.07334873427136,1.01833718356784,447,2,0.9856819891720887,0.9856819891720887,560,0,0.9144996496098161,0.9144996496098161,20,18,20,0,0.9,1.0,63.55,4.68440789518354e-05,success,predictive,ekf,flight_like
74,1.0234736739006862,0.9646936124989047,1.0331878812460045,0.9669969374189841,10.21623562522101,28.57341264961265,-3.029272614636934,-57.437527367894816,2.1298788554775676,True,43.91999999999942,0.0,-0.28475074292125735,0.0,-0.28475074292125735,0.4052760323749631,-0.7224840782790638,0.8283911550616294,3983.7482185495974,2769.107068942736,2.1298788554775676,0.7631057736682176,0.9933940404185423,0.640562671651541,8,0.17402561380253392,0.08701557003016332,0.05410892111204663,0.048422997448808486,0.031156452983436864,6.0321329108447355,12.698201265053058,1.0,1.0,1.0,1.0,0.9963636363636363,1.0,1.0,1.0,21,0.0,0.0,0.0,0.0,4.1392771890969016e-05,6.8300645290048445,18.98708117603626,1.9999059110094946,8,219,0,3.7299780745603903,0.9324945186400976,435,5,0.9974612264627553,0.9974612264627553,546,3,0.870520327231987,0.870520327231987,21,18,21,0,0.8571428571428571,1.0,78.28571428571429,4.1392771890969016e-05,success,predictive,ekf,flight_like
