time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,quaternion_norm,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,tilt_deg,desired_tilt_deg,body_z_inertial_x,body_z_inertial_y,body_z_inertial_z,mass_kg,propellant_remaining_kg,inertia_x_kg_m2,inertia_y_kg_m2,inertia_z_kg_m2,engine_arm_m,horizontal_error_m,target_x_m,target_y_m,desired_ax_mps2,desired_ay_mps2,desired_az_mps2,requested_force_body_x_n,requested_force_body_y_n,requested_force_body_z_n,achieved_force_body_x_n,achieved_force_body_y_n,achieved_force_body_z_n,requested_torque_x_nm,requested_torque_y_nm,requested_torque_z_nm,allocated_force_body_x_n,allocated_force_body_y_n,allocated_force_body_z_n,allocated_torque_x_nm,allocated_torque_y_nm,allocated_torque_z_nm,achieved_torque_x_nm,achieved_torque_y_nm,achieved_torque_z_nm,force_residual_n,torque_residual_nm,allocation_residual,actuator_tracking_residual,gimbal_saturated_fraction,throttle_saturated_fraction,total_thrust_n,aerodynamic_force_n,aerodynamic_moment_nm,acceleration_x_mps2,acceleration_y_mps2,acceleration_z_mps2,engine_1_throttle,engine_1_gimbal_x_deg,engine_1_gimbal_y_deg,engine_1_enabled,engine_2_throttle,engine_2_gimbal_x_deg,engine_2_gimbal_y_deg,engine_2_enabled,engine_3_throttle,engine_3_gimbal_x_deg,engine_3_gimbal_y_deg,engine_3_enabled,engine_4_throttle,engine_4_gimbal_x_deg,engine_4_gimbal_y_deg,engine_4_enabled,nmpc_replanned,nmpc_terminal_handoff,nmpc_solution_accepted,nmpc_fallback,nmpc_iterations,nmpc_accepted_steps,nmpc_initial_objective,nmpc_final_objective,nmpc_objective_reduction,nmpc_horizon_s,nmpc_node_dt_s,nmpc_trust_region_mps2,nmpc_predicted_terminal_position_error_m,nmpc_predicted_terminal_speed_mps,nmpc_predicted_maximum_corridor_violation_m,nmpc_predicted_maximum_tilt_deg,nmpc_predicted_minimum_propellant_kg,nmpc_nonlinear_rollout_valid,nmpc_solve_time_ms,nmpc_active_engines,nmpc_engine_out_contingency
0.0,18.0,-12.0,720.0,-2.5,1.5,-58.0,0.9997967163092055,0.005082670073043831,0.008816463491179085,0.017405817813806623,0.6000000000000001,1.0,1.9999999999999996,1.0,0.1,-0.08,0.06,1.1661747059940264,0.7451746579857678,0.017806278554479867,-0.0098563581836455,0.9997928728728745,25000.0,7000.0,1700000.0,1700000.0,290000.0,14.0,21.633307652783937,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2059.946887418399,5412.886393341622,300563.0337178534,0.0,0.0,0.0,-96399.54067846737,-30244.97219877121,-64419.037357165784,-1419.2575909774414,3547.69885109616,300563.0337178536,-64619.89410055158,-19341.619264193054,-64298.47771145692,0.0,0.0,0.0,300618.82834906684,119822.54445782668,0.003855965412931941,0.39568185210752566,0.0,0.0,0.0,12513.54865204169,32685.863338014202,0.3766894964491144,-0.21142709085975225,-9.553774836524585,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.05,17.87547176949279,-11.92526474808609,717.0880594111449,-2.4811111551487293,1.4894008463819601,-58.477590927723845,0.9997962269249893,0.005133062046546684,0.008792664430045545,0.017431160397477507,0.6057517693117739,0.9971570415640725,2.002939899541601,1.0,0.12801902618703226,-0.0324775936609436,0.05877137443816531,1.1667134711669676,0.7451746579857678,0.017760695899281313,-0.00995749944541584,0.9997926814524938,25000.0,7000.0,1700000.0,1700000.0,290000.0,14.0,21.48823934839424,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2044.9150517768953,5442.896677128281,300562.594406155,0.0,0.0,0.0,-98859.46509580457,-33323.05638334532,-64480.846317286225,-1373.4951731507736,3546.70215146109,300562.59440615494,-66547.652394237,-21889.399773889483,-64360.17099666754,0.0,0.0,0.0,300618.82834906684,122643.38330113736,0.003933363160093471,0.3956880802547113,0.0,0.0,0.0,12615.594047480836,32865.84468556588,0.37885730826084013,-0.21253470896435112,-9.549859660352801,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.1,17.751890673340306,-11.851060827412933,714.1522441763789,-2.462114982445158,1.4787469716332855,-58.95498570682469,0.9997954976435494,0.005195307162724481,0.008789808752744682,0.017455971392692414,0.6129033335026394,0.9966899631648922,2.0058439398562764,0.9999999999999999,0.15601938276541877,0.015026841687836757,0.05756790755585052,1.1700442242511337,0.7451746579857678,0.017757400698701534,-0.010081620120064144,0.9997914960911503,25000.0,7000.0,1700000.0,1700000.0,290000.0,14.0,21.344256023887734,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2042.349736516219,5480.251045413095,300561.9330753626,-77.49495632871117,149.3636539212288,55052.427702257184,-101436.57831976554,-36609.379523443684,-64541.87458104465,-1336.0514345185675,3550.6649021169414,300561.9330753625,-68551.99662214809,-24574.774650895662,-64421.0850465824,-17585.936439306937,-4645.486527531593,-3784.8846677150386,245575.23540299188,108369.88706530737,0.0040182635823370946,0.32325623930115616,0.0,0.0,55073.343865419854,12716.984362232683,33040.95162483667,0.4167804193723295,-0.22995438001784202,-7.344173149013475,0.06329681531294779,1.2114438035399056,-1.0549576069950413,1,0.05286830571713274,1.4323944878270582,1.4323944878270582,1,0.08369458352476081,-1.0746743596880595,1.1930216844022006,1,0.09000000000000001,-0.953539397616844,-0.7081498385502518,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.15000000000000002,17.629306543256046,-11.777411349676242,711.1953159715816,-2.441237268736633,1.4672235999750578,-59.32211652971484,0.999794717007959,0.005262901254717745,0.008806107827915969,0.017472211602472736,0.6206979379553487,0.9984117877131374,2.007783433359292,1.0,0.15443146954539394,0.05466813123646534,0.019384527756352143,1.175607515934779,0.7451746579857678,0.017792509216236332,-0.010215917382475641,0.9997895086706124,24999.004269829034,6999.0042698290345,1699926.031473014,1699926.031473014,289990.75393412675,14.000213370750922,21.201411917501467,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2051.224965383661,5520.811472585988,300549.15463778464,-243.87647594862187,581.1905933459846,100633.26455488762,-102000.85823878036,-39541.8355114935,-63668.83080532849,-1312.0784158137012,3578.912405094121,300549.15463778446,-68907.30014073697,-26942.18054802192,-63549.67516439532,-29379.40072529819,-8808.337981060213,-11795.370382498106,199985.07311954524,94388.98165609477,0.0040633531843513706,0.2632602197165239,0.0,0.0,100746.41801292455,12790.655768693814,33158.719382738236,0.44352355394379894,-0.23257653732326256,-5.5178331333466835,0.11487220352375913,2.0237145863572836,-1.7596134684129259,1,0.09543446918345991,2.4307125949116934,2.8647889756541165,1,0.15189082091478623,-1.7895214297183182,1.9892551651867634,1,0.16804681170917654,-1.582619029338705,-1.1772708976310682,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.2,17.50779958199531,-11.70434129844959,708.2223139219456,-2.419031052963944,1.4555704257465425,-59.597944082333434,0.9997944065202834,0.005324924111108456,0.008838248450492433,0.01745494881954586,0.6278526461852174,1.0019806584323674,2.005887979137873,1.0000000000000002,0.13310936473762958,0.08723886747509854,-0.09634606360447642,1.182422935635151,0.7451746579857678,0.017858755284132513,-0.010339116334146897,0.9997870610950766,24997.182767065784,6997.182767065784,1699790.7198391724,1699790.7198391724,289973.83997989655,14.000603692771618,21.059787544842607,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2069.872438236726,5558.040960710942,300526.43322760426,-421.0222963221545,1078.5023046151728,137707.99945673798,-101129.31807127321,-42144.60521155954,-60780.46469346048,-1299.9053447325177,3619.7231245257112,300526.4332276043,-68100.76258978707,-29015.638434379507,-60666.71460357883,-37352.26488491261,-12051.678651992414,-20604.29614155676,162888.38923925767,81161.69824225185,0.004078536814420585,0.2144375395100002,0.0,0.0,137962.52925634105,12841.631817558993,33230.69751857548,0.46345264578018264,-0.22924036889596433,-4.032085721552939,0.15691112004460442,2.568961803001092,-2.230110438442639,1,0.1295525955334541,3.117506844033737,3.846007853307573,1,0.20744433233165838,-2.2651226253052417,2.521436596238604,1,0.23221052712365697,-1.995325276537421,-1.4864197611384176,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.25,17.387427763925984,-11.63184968126154,705.2373775282208,-2.3958330730849573,1.444087498024087,-59.799493311193764,0.9997952391130576,0.005373918464010572,0.008883544615287143,0.01736903803537452,0.6334716864476805,1.0071266942586652,1.9961202177524473,0.9999999999999999,0.09853728498479908,0.1142720391514951,-0.2958645205918714,1.1897685596432248,0.7451746579857678,0.017950130814025855,-0.010437038942775315,0.9997844072708207,24994.688394231278,6994.688394231278,1699605.4235714665,1699605.4235714665,289950.6779464333,14.001138201236154,20.919430471530728,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2097.0449154047515,5587.49719880799,300495.698498642,-580.6228270610945,1550.9310202434363,167875.29708657143,-99199.2178846751,-44495.2006479,-55597.59212408873,-1297.645505225314,3665.293026024211,300495.6984986418,-66451.35510483425,-30861.551150647647,-55493.54173333863,-43059.21043595935,-14877.914396339896,-28585.79217010967,132690.4829788583,68982.03692268368,0.004070749364698747,0.17469091627527028,0.0,0.0,168279.40193005773,12874.317386008359,33266.54934568783,0.4791140206730932,-0.22398260574097875,-2.822873764984731,0.19132773065955097,2.913206166425109,-2.521109741011403,1,0.15696633331772003,3.566696191291637,4.495167345797818,1,0.2525274648065668,-2.569627028814806,2.866841116709602,1,0.28485953400593983,-2.253852727847688,-1.6766179022807883,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.3,17.268235385867605,-11.559925537537687,702.2438750889186,-2.371854148297238,1.4328736792350818,-59.94058788783837,0.9997978360915064,0.005404672994403434,0.008939833044036708,0.01718010016588138,0.6369172824201783,1.013635027423822,1.9745329102657423,1.0,0.05455119931932362,0.13645091698298117,-0.5693930149662595,1.1971120543070535,0.7451746579857678,0.01806175711170986,-0.010499986274847897,0.9997817377899366,24991.645890074215,6991.645890074215,1699379.4089769416,1699379.4089769416,289922.4261221177,14.001790166412668,20.780371309847812,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2131.77760366919,5606.082842694073,300458.51529441006,-716.8188673460636,1967.390159292365,192435.27287253854,-96426.95928573773,-46614.60382598553,-48235.24080051994,-1304.2578638190557,3710.6827263132736,300458.51529441006,-64143.459863922035,-32499.511374885493,-48144.968983675586,-47229.80876106312,-17457.078121581217,-34804.16868242357,108093.76992224927,58744.48589605662,0.004043721509126516,0.14231604095635192,0.0,0.0,192960.2745991294,12892.264174989885,33273.868023514435,0.4917955846454848,-0.21838431789205445,-1.8381144525556108,0.21963129846615173,3.0798092188374717,-2.649026132141921,1,0.17904077695879328,3.8010328544131315,4.867700618521264,1,0.28894595260023986,-2.730895762346689,3.058820741105725,1,0.3279623646018119,-2.384632902124196,-1.7609602678679288,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.35,17.150257797607214,-11.48855494056387,699.2445488050756,-2.347241652433141,1.4219487194843663,-60.03244838896387,0.999802652040088,0.005413425345609243,0.009005179353991382,0.016859968696201082,0.6377230030125807,1.021309186167036,1.9378922926609592,1.0,0.0037426794484162387,0.15416840148648953,-0.8982035250926547,1.2040431916497634,0.7451746579857678,0.018189344764166848,-0.01052105995029836,0.9997792031416599,24988.157153895678,6988.157153895678,1699120.2457179646,1699120.2457179646,289890.0307147456,14.00253775273664,20.64263154606848,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2173.1726599817002,5611.557001910882,300416.1569466175,-831.6520056006971,2321.6252487313227,212443.97800746167,-92958.00392248297,-48505.473398090064,-39049.52787024586,-1318.9546234175673,3752.4388262754906,300416.1569466175,-61301.425902921794,-33934.001340204064,-38976.44703206075,-50230.60569147894,-19841.918906677543,-38703.185548794056,88043.89584695561,51452.40391543052,0.0039998795597936555,0.11592954104536718,0.0,0.0,213034.9857179717,12898.361133484412,33258.72981598222,0.5022192977388132,-0.21297443041507136,-1.035514833798942,0.24303030439380488,3.0800916531924907,-2.6209335953907034,1,0.19685489422377506,3.829343442021201,4.993616012485832,1,0.3181939758908101,-2.7622612919642435,3.114018582655281,1,0.363157592428303,-2.4011088259178224,-1.7445616213197885,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.39999999999999997,17.0335238711509,-11.417723643083278,696.2416327035662,-2.322107549076536,1.4113055639845595,-60.08418143546463,0.9998099006781879,0.0053974834747113655,0.009077769284822478,0.016389746270878504,0.6355533836068203,1.0299562988784794,1.8840280441245523,0.9999999999999999,-0.051921435284383,0.1677252282004494,-1.258504504165402,1.210245665604973,0.7451746579857678,0.018329013983379296,-0.010495350162959036,0.9997769225539035,24984.305465440568,6984.305465440568,1698834.1202898708,1698834.1202898708,289854.2650362338,14.00336311454845,20.506227070304533,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2220.308735229023,5602.304212725303,300369.6600433953,-928.7870829816907,2616.952838977256,228756.64751998198,-88905.90780147584,-50166.511747298326,-28553.68560306754,-1340.9704865233193,3787.979376884986,300369.66004339507,-58021.983303978195,-35166.33772227373,-28500.24763874484,-52265.75583598294,-22050.695415550144,-40011.464895853685,71686.84616916493,47584.457235290705,0.003941150705872761,0.09441125153282083,0.0,0.0,229347.09066897706,12894.965777985719,33226.04025134526,0.5108582374111218,-0.2078550304536385,-0.38083452533853723,0.26250119879502515,2.925395232290921,-2.445601699612041,1,0.21127948706113364,3.661150594638178,4.896061494799244,1,0.34150842193587283,-2.673409286427752,3.0440867624838286,1,0.3918008430973214,-2.3134184625753913,-1.632344756538967,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
0.44999999999999996,16.918057463109243,-11.347417886086234,693.2369482730772,-2.2965406582975096,1.4009315744655537,-60.10318208688206,0.999819519967841,0.005355029772889211,0.009155868159125178,0.01576138400205514,0.6301834631716527,1.0393810208726222,1.8120141486419803,1.0,-0.1108203986767642,0.17739044851944888,-1.6243253054940272,1.2154836648723362,0.7451746579857678,0.01847723677667664,-0.010419508286030853,0.9997749874687684,24980.15885290946,6980.158852909459,1698526.0862161312,1698526.0862161312,289815.7607770164,14.004251674376544,20.371169848747915,0.0,0.0,0.12422490474847102,0.09499959379653539,2.21708615740814,-2272.202626541533,5577.217152446159,300319.86681068456,-1011.1975596502461,2859.6439430153923,242063.118662038,-84369.22884307214,-51597.36123748588,-17353.262753217197,-1369.4776693832005,3815.3131190364575,300319.86681068456,-54388.32767634379,-36198.76214174881,-17320.786278944182,-53468.718752630404,-24099.803839548826,-38703.57326866723,58333.72988916597,46548.82324837514,0.003869296124747481,0.0768565567704176,0.0,0.0,242590.4132142912,12884.003101483262,33179.77284458479,0.5180725424323592,-0.20297640020353638,0.153537561388017,0.27883749910010336,2.6319074794776003,-2.137677815593661,1,0.2230267191824962,3.3129352201447615,4.600162111751308,1,0.3599153720364607,-2.4753359467321867,2.8611533600662664,1,0.41501205817720915,-2.132673316350001,-1.432180453654363,1,0.0,0.0,1.0,0.0,3.0,3.0,8322.767297347615,1.1802648667932996,8321.587032480822,25.263157894736842,4.2105263157894735,4.0,0.0025823254461298318,0.003868901351619993,0.18250973921674607,1.8244013671841324,4392.33325611128,1.0,229.06958288513124,4.0,0.0
