case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_m,target_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,failure_mode,guidance_mode,navigation_mode,actuator_mode
149,1.0187596899559996,0.9837676084418016,1.1095560815830199,0.9041060495035652,3.572970577801474,24.20251717704018,0.025309592985714335,-56.50673190668938,1.0183285532116206,False,22.799999999999866,0.0,4.580493611715893,0.0,4.580493611715893,-0.20715211753535395,-2.8525369913062133,2.8600488259065937,2357.2204886074105,4529.1527704852015,2.02143989504313,2.816231989588623,2.816231989588623,0.0,0,vertical_speed,baseline,truth,ideal
150,0.9789139988886192,0.9854014309891805,1.0547299191945934,0.8798419871698908,2.04709774180764,15.926513379981316,-4.5140525855601945,-56.327003650678215,1.923716776515996,True,23.279999999999855,0.0,1.0162557461440775,0.0,1.0162557461440775,-0.20259994028833514,-2.3253785021220277,2.334187634689234,2401.9880394291285,4495.821977495136,4.301186198712814,3.353730795423542,3.353730795423542,0.0,0,success,baseline,truth,ideal
151,1.0192180878988368,0.9707635404512901,0.994900405989737,1.0172194726307788,-7.4674715260444025,23.737890186610862,-2.5776721656608994,-56.04281221013629,1.6641202766898502,False,22.799999999999866,0.0,2.929835083005373,0.0,2.929835083005373,-0.27386365066747503,-2.7709956897748356,2.784496078630321,2344.961454128472,4450.383329030559,1.6641202766898502,0.33970508488838574,0.33970508488838574,0.0,0,vertical_speed,baseline,truth,ideal
152,0.988436649104911,1.0299754522448161,0.9045915526497885,1.1200201072886857,-1.9398949937790277,10.295291831795213,-1.187205804567265,-55.46392147464262,1.2126720682954686,True,23.279999999999855,0.0,1.40689425872739,0.0,1.40689425872739,-0.10077432002937971,-2.4517476816109616,2.453817873816659,2421.440997578953,4788.387168134759,1.2126720682954686,0.15495835387144138,0.15495835387144138,0.0,0,success,baseline,truth,ideal
153,0.9912726508046301,0.9648692257491295,0.851882235351445,0.8682539462873636,0.9950933692089912,23.156070442717095,-3.3680800820382397,-59.66045426155806,1.0274175420665075,True,23.03999999999986,0.0,2.775298245673748,0.0,2.775298245673748,-0.32237907599312593,-2.437268525675752,2.458496722570082,2397.1754655969416,4356.9091146469655,2.241263468775135,0.7768827670725557,0.7768827670725557,0.0,0,success,baseline,truth,ideal
154,0.972098279075068,0.9436461054482891,0.8744286025523036,0.9232176208178086,14.771214867195123,13.146118730356793,0.09888466884533509,-57.279918115826064,1.086186448289604,False,23.199999999999857,0.0,3.3316226210011233,0.0,3.3316226210011233,-0.14118588004650384,-2.3833099662455157,2.3874881880188865,2374.2041075546877,4231.318630583337,1.559748238617678,1.7516315860053429,1.7516315860053429,0.0,0,pad_miss,baseline,truth,ideal
155,1.0203185003519482,0.9962801893428787,1.0250370822272215,0.8517560154959553,11.0511458929431,6.958694038364154,-2.8669346062545342,-56.79695838434267,1.483223648515962,True,22.959999999999862,0.0,0.8451643292207088,0.0,0.8451643292207088,-0.17654297237176048,-2.353105653741952,2.359718974531966,2386.7250848633485,4587.236240536804,2.8464740574155787,2.0586779280051584,2.0586779280051584,0.0,0,success,baseline,truth,ideal
156,1.0125047447939821,0.9785624821505667,0.8738736339182449,0.9925306221763888,3.767420293121006,9.66843761139213,-3.0901841500047147,-54.78729804265215,1.0485853661279596,False,22.879999999999864,0.0,0.6967081256659953,0.0,0.6967081256659953,-0.21714529997014598,-2.6355945439222013,2.6445246607380315,2350.5866900740402,4499.350684979927,2.998573556613697,3.8350530711369615,3.8350530711369615,0.0,0,vertical_speed,baseline,truth,ideal
157,0.9935249125189329,0.9575218507353198,1.1348738958480822,1.1275394833253025,-1.140526483740512,14.336495051689274,-2.6946066802745783,-58.436413335885206,1.1663388012447145,True,23.03999999999986,0.0,1.4886138982277832,0.0,1.4886138982277832,-0.20194630751167897,-2.494357786776941,2.5025193464931217,2372.732941010592,4329.9200141366455,2.1645063325208573,0.9008139347454932,0.9008139347454932,0.0,0,success,baseline,truth,ideal
158,1.0293923040677502,0.9769871050938176,1.1006555575746209,1.1460574397917642,13.915782939950148,12.66676450008277,-1.0315415139321384,-57.60564409427163,0.9549926910660487,False,22.799999999999866,0.0,3.073377037866685,0.0,3.073377037866685,-0.18739135153558079,-2.517214009222513,2.5241794482279603,2358.132165753501,4480.777569903221,0.9549926910660488,0.39187050821545755,0.39187050821545755,0.0,0,vertical_speed,baseline,truth,ideal
