time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,quaternion_norm,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,tilt_deg,desired_tilt_deg,body_z_inertial_x,body_z_inertial_y,body_z_inertial_z,mass_kg,propellant_remaining_kg,inertia_x_kg_m2,inertia_y_kg_m2,inertia_z_kg_m2,engine_arm_m,horizontal_error_m,target_x_m,target_y_m,desired_ax_mps2,desired_ay_mps2,desired_az_mps2,requested_force_body_x_n,requested_force_body_y_n,requested_force_body_z_n,achieved_force_body_x_n,achieved_force_body_y_n,achieved_force_body_z_n,requested_torque_x_nm,requested_torque_y_nm,requested_torque_z_nm,allocated_force_body_x_n,allocated_force_body_y_n,allocated_force_body_z_n,allocated_torque_x_nm,allocated_torque_y_nm,allocated_torque_z_nm,achieved_torque_x_nm,achieved_torque_y_nm,achieved_torque_z_nm,force_residual_n,torque_residual_nm,allocation_residual,actuator_tracking_residual,gimbal_saturated_fraction,throttle_saturated_fraction,total_thrust_n,aerodynamic_force_n,aerodynamic_moment_nm,acceleration_x_mps2,acceleration_y_mps2,acceleration_z_mps2,engine_1_throttle,engine_1_gimbal_x_deg,engine_1_gimbal_y_deg,engine_1_enabled,engine_2_throttle,engine_2_gimbal_x_deg,engine_2_gimbal_y_deg,engine_2_enabled,engine_3_throttle,engine_3_gimbal_x_deg,engine_3_gimbal_y_deg,engine_3_enabled,engine_4_throttle,engine_4_gimbal_x_deg,engine_4_gimbal_y_deg,engine_4_enabled
0.0,18.0,-12.0,720.0,-2.5,1.5,-58.0,0.9997967163092055,0.005082670073043831,0.008816463491179085,0.017405817813806623,0.6000000000000001,1.0,1.9999999999999996,1.0,0.1,-0.08,0.06,1.1661747059940264,1.71399058645997,0.017806278554479867,-0.0098563581836455,0.9997928728728745,25000.0,7000.0,1700000.0,1700000.0,290000.0,14.0,21.633307652783937,0.0,0.0,0.3825649850849183,-0.15837665672327877,4.030275572979273,3381.490827622484,-666.9499959215264,346060.8161520824,0.0,0.0,0.0,1807.8668523319366,54602.484633206564,-63906.60792482009,2276.600040804256,-545.2118506946363,346060.8161520824,-246.1608325979323,35788.27483436291,-63787.00728615852,0.0,0.0,0.0,346077.9793317682,84075.88386173527,0.0021726801414967884,0.45542169104795793,0.0,0.0,0.0,7697.458352699266,14175.182237668401,0.175283902476685,-0.07332972966905732,-9.564369814211581,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1
0.05,17.875219587673662,-11.925091817793534,717.0880461847871,-2.49120687876347,1.4963241984285567,-58.47811960806559,0.9997962964146211,0.005129079591837807,0.0087870697540912,0.017431168156049125,0.6052841668356916,0.9965239939757129,2.0029332363798678,1.0,0.10932139913272244,-0.05779732307855734,0.05877137443816531,1.165929693230643,1.57987251719159,0.017749371290656804,-0.009949731778905518,0.9997929598953547,25000.0,7000.0,1700000.0,1700000.0,290000.0,14.0,21.48793359470283,0.0,0.0,0.387362558051607,-0.16235329099825296,5.421602176196238,2913.6980872363056,-371.64454740994415,380839.75327094813,0.0,0.0,0.0,-3417.0256201331617,42369.54082575681,-64004.520296658266,2011.8796181608996,-351.29564073596157,380839.75327094796,-3743.6205781394383,27023.161582766537,-63884.73641587858,0.0,0.0,0.0,380851.08038141346,76833.79902282236,0.0017626032700408596,0.5011622873636195,0.0,0.0,0.0,7794.078393343803,14261.860800899129,0.17643761642087838,-0.0737005084715487,-9.560409760873052,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1
0.1,17.750880265143827,-11.850367884544239,714.1521913510973,-2.482356577920944,1.4926301342721635,-58.95604050207157,0.9997957761797538,0.005179380050605389,0.008767437012468455,0.017456001937655605,0.6110331812053984,0.9941586136391799,2.0058171164854395,1.0,0.11863385661553924,-0.0355875288040103,0.05756790755585052,1.1669084914295493,1.4676131422410967,0.017712115522374443,-0.010050555800694048,0.9997926121410475,25000.0,7000.0,1700000.0,1700000.0,290000.0,14.0,21.343030927834736,0.0,0.0,0.39205281855686674,-0.1662786835508173,6.815210341807124,2438.437124801683,-64.5727740151342,415675.7111944919,132.32547146147843,-54.883803560371604,62841.05619129293,-8015.464254277691,31827.113794332818,-64092.8340018139,1722.6925895761938,-140.69477178199395,415675.7111944917,-6700.102314317424,19655.28620626108,-63972.88484273367,-68.74944694057194,8125.1226528677325,-3866.6241642957957,352842.1913774772,65208.36611733193,0.00140611648342306,0.4642990405086841,0.0,0.0,62859.827497953025,7891.08571065276,14346.33750133312,0.22745828684996974,-0.10133234534766729,-7.04341556255851,0.07644889328134566,1.2200605224115373,-1.1146663818013642,1,0.09000000000000001,0.9839811520843407,0.8453135721003706,1,0.09000000000000001,-0.7766065944819681,0.8635685519241991,1,0.07439230407630183,-0.9681316500559368,-1.1446534138432622,1
0.15000000000000002,17.627047049041376,-11.775863236169815,711.1955863373115,-2.470966165892711,1.4875519268590056,-59.30813441115878,0.999795274114383,0.0052334170978556764,0.008760587690360422,0.01747207221097164,0.6172273564805971,0.9932555312924979,2.007708330618612,1.0,0.12781616406539337,0.0002566695249778338,0.018585410231299327,1.1693964236656846,1.389759351730847,0.01770046562546171,-0.010158560122337977,0.9997917268975988,24998.863489623323,6998.863489623323,1699915.5735148755,1699915.5735148755,289989.44668935944,14.000243537937859,21.198673133620748,0.0,0.0,0.39519253386519826,-0.16935896081385673,7.9155993965385445,2043.6094804867198,196.64910517279804,443161.6993623537,385.3191975753281,-108.76874669765425,121810.36211756524,-11543.581292450404,22997.884377281676,-63216.595320393666,1483.1977262051082,42.57660265887171,443161.6993623538,-8902.372961265268,13476.431757298473,-63098.28603407981,-719.1465239361496,12943.63690829918,-11806.123170812512,321355.76104333403,53491.054643446885,0.0011351253477177843,0.422860908981179,0.0,0.0,121900.18352452031,7961.004544792509,14398.14273726139,0.2801071901481812,-0.12755959392640184,-4.68214944668486,0.14802586500919343,1.8878069046335217,-1.7274076442732391,1,0.17396511995885527,1.5708282774608635,1.369099305757411,1,0.17360551041186573,-1.2487822142749643,1.383825020338576,1,0.14598341790703462,-1.5045614720054672,-1.7510675091594197,1
0.2,17.503849054940233,-11.701645336597906,708.2243279331759,-2.4569496800646373,1.4811590663282321,-59.542181693387484,0.9997951877284069,0.005290613943463773,0.008771357764675195,0.01745437716405007,0.6237855989819694,0.9943857324357864,2.0057440051595354,1.0,0.13586798979304723,0.044062424163669865,-0.09723570282078832,1.1738280921529707,1.3350925848129973,0.01772381130833011,-0.01027286354827686,0.9997901453741306,24996.659525199477,6996.659525199477,1699751.8504433897,1699751.8504433897,289968.9813054237,14.000715816028684,21.055004994576837,0.0,0.0,0.3967254585877135,-0.17163119712952268,8.74050397548863,1713.3008952971634,414.0448589621101,463739.4373347994,615.4834172829794,-124.36480487699396,176259.7400777576,-14268.818325707169,15310.18879538689,-60335.076348673545,1286.0662289965849,197.35755745477672,463739.4373347995,-10563.199409904133,8061.669175459887,-60222.15979905042,-1957.2831920531899,14430.754324088193,-20435.24165828464,287482.2975822713,41765.34581033499,0.0009354001034096997,0.3782827961895384,0.0,0.0,176444.91584697668,8004.892037824438,14418.181561925143,0.32840710273612955,-0.15083669268535263,-2.502099676222718,0.21555268497366947,2.21544040782773,-2.0309623152494365,1,0.24851228012430437,1.897859846115589,1.6821511829942102,1,0.24946403051237226,-1.5246504080384817,1.682841475697177,1,0.21512845621584684,-1.7805225524445267,-2.0350207121822677,1
0.25,17.38141223980737,-11.627776238691744,705.2440920386383,-2.4405192121899963,1.4735986063284021,-59.66723781321824,0.9997961009237423,0.005349913528845206,0.008802153871502216,0.017368278272142927,0.630556839241354,0.9978496049345879,1.9959547758065945,1.0,0.1417772935574712,0.09015412335279983,-0.29509267390970806,1.180366706465472,1.2972498882949342,0.017786555814719246,-0.010391888857168291,0.9997878010249126,24993.469387940848,6993.469387940848,1699514.8688184628,1699514.8688184628,289939.35860230785,14.001399416869818,20.91216563886222,0.0,0.0,0.39676815031353607,-0.17317759260474624,9.310689766801096,1437.3850572447552,588.6060207151259,477928.6174238344,778.7061527991923,-95.38631762623663,225692.2178433011,-16304.125140045482,8616.673727465375,-55198.49525628168,1124.3123973857878,323.27345303416587,477928.6174238345,-11772.085283208551,3317.0055213600863,-55095.19177170995,-3269.96742569028,14219.209388876145,-28163.48686083421,252238.18699151903,30531.44857523108,0.0008012901163269153,0.3319024710684914,0.0,0.0,225966.0154634119,8024.420452849092,14408.512767895703,0.3705168450394344,-0.1707531023078269,-0.5228515922059405,0.2778911928395261,2.3431765243090195,-2.1507531452531774,1,0.31400235008544786,2.0594142302654577,1.8554873722976613,1,0.31731836114092304,-1.6716735411717407,1.8393906837657732,1,0.2800829141625866,-1.9002574031838653,-2.133898033711711,1
0.3,17.25984964715375,-11.554310122414188,702.2600772848431,-2.421979385299317,1.4650385480674875,-59.69333833808913,0.9997985719995198,0.0054100464060753,0.00885350690905059,0.01718028640670507,0.6373617589879704,1.003733299027876,1.97450165430502,0.9999999999999999,0.14539234002516901,0.13563567981895805,-0.5645359970778695,1.1889781282257632,1.272322876450907,0.01788933942317321,-0.01051370177368798,0.9997846936265911,24989.383905502018,6989.383905502018,1699211.3758372928,1699211.3758372928,289901.4219796616,14.002274877392425,20.770279060409283,0.0,0.0,0.3954916625168131,-0.17409299510985768,9.649265794432461,1208.9542547682504,721.2535071534894,486309.2105435238,872.562339479975,-31.10365594400855,269774.7389688314,-17745.061339962016,2796.4615938883153,-47942.69181809409,993.3890170830732,420.07820141159254,486309.2105435234,-12604.546414340963,-838.2740031428402,-47852.96750402416,-4479.723590483918,13078.76375918786,-34130.24198731728,216536.03991241916,21736.575023539906,0.0007233102036520527,0.2849218170256754,0.0,0.0,270110.3767649203,8021.703976066296,14371.889813372036,0.4063526878489338,-0.18749934334555773,1.2424614043912499,0.33425878446871793,2.340338841289132,-2.1480353158242935,1,0.3707334671477377,2.1033373404094813,1.9232836849379635,1,0.377016983618172,-1.7215576583532402,1.8916442157814866,1,0.3396243266860058,-1.912424556254244,-2.113661473512281,1
0.35,17.139258968620876,-11.48129299937522,699.2769640925655,-2.4016399796833516,1.4556377486667678,-59.63117642225825,0.9998030091389001,0.00546981129089859,0.008924940231388366,0.016863259563580094,0.6440311888814767,1.0120041740621082,1.9382725999541215,1.0,0.1468558671197269,0.1789225528989022,-0.88691633265254,1.1995355293153975,1.257742991698467,0.018030841894578285,-0.010636460408702003,0.9997808532126162,24984.500289713353,6984.500289713353,1698848.5929501348,1698848.5929501348,289856.0741187668,14.003321366489995,20.62945192997026,0.0,0.0,0.39307105227566896,-0.17446749343402893,9.780930702632116,1022.6454286648775,813.5146822474799,489502.10773730936,909.6396330379334,53.75723619945029,308325.4738653795,-18668.60802201213,-2242.6633466839558,-38926.28122089413,889.7472084779033,488.23986821770495,489502.10773731,-13119.395915068977,-4465.5067678675405,-38853.43103769887,-5559.920740848698,11400.503596147173,-37862.57901499612,181178.2621145539,18950.06989032305,0.0006865190605524301,0.23839787769799764,0.0,0.0,308686.36921353266,7999.139933906724,14311.392132813973,0.4364761822592458,-0.2015017265699632,2.7866729358940443,0.3841583921066116,2.2445753798292833,-2.0561171579025412,1,0.41903772626348446,2.056372604321239,1.9044643869415543,1,0.42854864179415564,-1.6918338737159524,1.8607386381861877,1,0.39292034095960415,-1.8432520044062397,-2.0094934043245303,1
0.39999999999999997,17.01972309002246,-11.408763466353689,696.298889251608,-2.3797838227941814,1.445534037718681,-59.49180445812362,0.999809597457241,0.005528164791518973,0.009015386272705303,0.016399116951277392,0.6504196714893962,1.0225562187110173,1.8851939507558844,1.0,0.14635452433742133,0.21909673076657502,-1.2393332795675285,1.2118671762004147,1.2517189883159892,0.018208653482354155,-0.010758535682077684,0.9997763244087835,24978.919217099658,6978.9192170996575,1698433.998984546,1698433.998984546,289804.24987306824,14.004517310621502,20.489774471483337,0.0,0.0,0.38966665805844763,-0.174379438082173,9.731274458371447,873.8575826775578,867.7590262295289,488151.1701120424,906.1670237218568,144.67567757624738,341298.8581319207,-19134.47771491211,-6569.688478834526,-28644.13024687882,810.2325941993413,529.1257577577619,488151.1701120424,-13359.20308608751,-7609.062720103422,-28590.52301622344,-6538.668171701778,9394.127345046058,-39144.974481411016,146854.09571181895,22885.92500524103,0.0006735745856421855,0.19323883966928201,0.0,0.0,341647.086655035,7959.286290309001,14230.220148900096,0.46161586305386193,-0.2132147154862457,4.108000882242285,0.42733842219958096,2.078229133169771,-1.8950521202791344,1,0.4593003025890229,1.9352857400270782,1.8113770714907083,1,0.4720381847158769,-1.5940059318906543,1.7601522259119655,1,0.43946565183780884,-1.7087807803279953,-1.8419705208228696,1
0.44999999999999996,16.901311647686057,-11.33675379346926,693.3294346902396,-2.3566584387663325,1.4348427146452816,-59.2863648016275,0.9998182672567811,0.005584229688405722,0.009123401077467133,0.015780126463838053,0.6564083597118,1.0352332931214154,1.8143781159860588,1.0,0.14403126888057302,0.25559749307342117,-1.5972313326318694,1.2257785349891979,1.2529301049822754,0.018419725814896003,-0.010878492856485872,0.9997711598631336,24972.742212252517,6972.742212252517,1697975.13576733,1697975.13576733,289746.89197091624,14.005840954517318,20.35132236455283,0.0,0.0,0.38541907330887604,-0.17389444611733396,9.526147101377793,758.3642437087333,887.1693157748259,482907.006351046,877.3421597058691,229.92279022953971,368768.91901289823,-19188.371489110115,-10236.339848237301,-17668.659570442192,751.8215990173749,544.9426817321987,482907.0063510457,-13353.021095165488,-10300.207924287766,-17635.592833878676,-7450.202569051413,7182.60719832746,-37961.91370241634,114140.04165914115,29206.514497141645,0.000669523855359409,0.15020472907416998,0.0,0.0,369071.98670580215,7904.762145036576,14131.57172927132,0.48246893018723624,-0.22302563029888106,5.209394278168302,0.4637548169112458,1.8561269412336932,-1.6785134069900685,1,0.4919662590450557,1.752177335253949,1.653699563445165,1,0.5077360537941022,-1.4371170559655086,1.599969296516086,1,0.4790270108064494,-1.520335258987759,-1.624577534192892,1
